"provider_name","website","email","street_address","city","state","Zipcode","phone","description","from_age","to_age","has_class","has_camp","has_birthday_party","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url","location_name","from_grade","to_grade","Hot lead","NOTES"
"ALL-PRO Lineman Camp LLC","allprolinemancamp.com","albersjj@allprolinemancamp.com","S8628 County Highway PF","Plain","WI",53951,"608-206-2182","It is the mission of the ALL-PRO Lineman Camp LLC to improve or enhance the abilities of every participant at their position on either the offensive or defensive line. Extremely successful and proven individual techniques and skill execution along with the mental preparation for proper line play is emphasized. The ALL-PRO Lineman Camp LLC believes in a gradual progression to its teaching and instruction with an importance stressed on team concepts. The success is accomplished through organized, disciplined, and structured instruction from quality experienced coaches. Combining also this quality with a very low number of players per coach ratio!",12,18,"No","Yes","No","Football",,,,,,,,,180,"Per_session","Active","N/A","N/A","http://allprolinemancamp.com/images/linemansmall.jpg",,"Middleton High School",,,,
"Woodford Cedar Run Wildlife Refuge","cedarrun.org","erin.kiefer@cedarrun.org","4 Sawmill Road","Meford","NJ",8055,"856-983-3329","Walk in the woods, dig in the dirt, and wade in the water during our week-long nature camps. Daily activities include hands-on experiences and experiments, visits with native wildlife, and creative play. Sessions available for ages 3-14.",3,14,"No","Yes","No","Adventure/Outdoors","Nature Programs","Hiking","Animals",,,,,,90,"Per_session","Active","https://www.facebook.com/cedarrun","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-ash2/v/t1.0-1/p160x160/382292_605563012791003_749898941_n.jpg?oh=6f14bc1964a6f245de0204bb49abd27a&oe=55171FBE&__gda__=1424482111_0e6bb8e202885f3f6dcc51efcad86a85","http://www.cedarrun.org/Assets/survival%20shelters.jpg",,,,,
"New Mexico State University Golf Course","http://www.nmsugolf.com/","jaw@nmsu.edu","1600 International Mall","Las Cruces","New Mexico",88003,"575-646-3219","The Academy is designed to accommodate juniors between the ages of 5-18.  Instructional programs, rules seminars, etiquette and playing opportunities are designed around the specific needs of each junior. NMSU Spring Camps are designed for Junior Golfers of all ages and abilities.  Instruction will be based around individual students needs.",5,18,"Yes","Yes","No","Golf",,,,,,,,,60,"Per_session","unclear","https://www.facebook.com/NewMexicoStateUniversityGolfCourse","No","http://d2tbfnbweol72x.cloudfront.net/6463219/files/2014/05/logo.png?fcdn=siVJcLqs","https://scontent-b-lga.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10563118_781103991912778_3617955345352888711_n.jpg?oh=b0ab3a45860dc123a7427a2f137623e4&oe=54D65E57",,,,,
"Camp Lawroweld","lawroweld.org","camplawroweld@gmail.com","288 West Side Rd","Weld","ME",4285,"207-797-3760","Beautiful Camp Lawroweld is nestled at the base of several mountains on a 1,000-foot frontage of Lake Webb. We offer summer camps for juniors, teens and families.",8,17,"No","Yes","No","Adventure/Outdoors","Nature Programs","Kayaking","Canoeing","Archery","Water Sports","Swimming","Creative Arts","Sports",300,"Per_session","Active","https://www.facebook.com/Lawroweld","Yes","http://lawroweld.org/wp-content/uploads/2013/03/lawroweld_logo2copy1.png","http://lawroweld.org/wp-content/uploads/2013/03/header1.jpg",,,,,
"Kruz Kidz Summer Day Camps","kruzkidz.com","registrar@kruzkidz.com","2701 Cabrillo College Dr","Aptos","CA",95003,"831-465-3386","Kruz Kidz is dedicated to offering a place where every child can play, grow, refresh, and rest in God’s love. We offer 4 weeks of Discovery Camps with 23 different options to choose from, from sports, cooking, dance, art, science and more. Plus 5 weeks of Adventure Camps for all girls and boys entering 1st grade through 6th grade. And Surf and Computer camps are open for 4-7th graders. We also offer a Junior Counselor camp for campers entering 7th-9th grade.",6,14,"No","Yes","No","Christian","Nature Programs","Sports","Cheerleading","Music","Creative Arts","Science","Cooking
Crafts","Drama/Theater",,,"Active","N/A","N/A","N/A","N/A",,1,9,,"No pricing info on site or Active, no usable pics or FB page"
"Mizzou Tennis Camp","http://www.mutigers.com/camps/","schmids@missouri.edu",,,,,"(573) 884-2041","The Mizzou Tennis Camp is an instruction and competition-based camp, open to all levels, from beginners to nationally-ranked players. Campers will receive individual technique instruction, participate in group drills and compete in team match play.",6,18,"No","Yes","No","Tennis",,,,,,,,,475,"Per_session","Active","https://www.facebook.com/MizzouTennis","Yes","http://grfx.cstv.com/schools/miss/graphics/miss-14-logo.png","https://scontent-b.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10298818_788817624509134_1545775950824480775_n.jpg?oh=c185016bc62178e8c4ff9c9eab006850&oe=551A88E1",,,,,
"Science Explorations","http://science-explorations.info.yorku.ca/","explore@yorku.ca","4700 Keele Street","Toronto","ON","M3J 1P3","416-736-2100","The Science Enrichment Office offers innovative and engaging programs designed to inspire youth and discover exciting topics in science, technology, engineering, and mathematics (STEM). Out of the Faculty of Science at York University, our programs use a discovery and inquiry-based learning approach that is focused on ‘learning by doing’. Our outreach model provides students with a chance to work in small groups on a variety of projects that will help foster problem solving, critical thinking, and an overall passion for STEM.",8,13,"No","Yes","No","Academics","Science/Technology","Math","Chemistry",,,,,,275,"Per_session","Active","https://www.facebook.com/pages/York-University/12922531419","Yes","http://science-explorations.info.yorku.ca/files/2013/02/SciX250.jpg","http://science-explorations.info.yorku.ca/files/2013/12/York-Science-2.png","York University",3,8,,
"Northland Bible Camp","www.northlandbiblecamp.com","information @ NorthlandBibleCamp.com","P.O. Box 563,","Kirkland Lake","ON","P2N 3J5","705-567-3490","Northland Bible Camp is situated on beautiful Butler Lake and has been offering Christian camping for over forty-five years! Northland offers a get-away for the entire family in God's wonderful Creation as seen in Northern Ontario. Campers can enjoy this Creation through activities such as canoeing, fishing and hiking. Other waterfront activities include swimming, paddle-boating, tubing and water polo. A volleyball court, large playing field, cement sports pad and playground equipment are also found at Northland.",7,18,"No","Yes","No","Christian","Adventure/Outdoors","Swimming","Water Polo","Play/Outdoor","Sports",,,,,,"Active","https://www.facebook.com/pages/NorthLand-Bible-Camp/143232755736717","No","http://www.northlandbiblecamp.com/images/Titlebar/titlebar_logo.jpg","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/p417x417/997090_803149813078338_1373860100438284670_n.jpg?oh=529536043dacf5bd7e7bf80ab3e997dd&oe=551B4EDB&__gda__=1423660163_b1d2b8819399831d66716c0d468684ab",,,,,"No pricing info on site or Active"
"Weathervane Playhouse","weathervaneplayhouse.com","mycp@weathervaneplayhouse.com","1301 Weathervane Lane","Akron","OH",44313,"330-836-2626","Welcome to another exciting season here at Weathervane!  At Weathervane, we teach the art that we love. As a reflection of life, Theatre encompasses every aspect of living. It allows each of us to walk the road in someone else’s shoes and shows us our own potential for failure and success. Because of this, Theatre is an extraordinary tool for understanding, growth and change. Our passion is to share this art with you and allow it to enlighten, challenge and change us all. Nearly 22,000 educators, students and their families participate in Weathervane theatre classes, performances, workshops and Youth Theater experiences each year!",3,14,"Yes","No","No","Performing Arts","Drama/Theater","Dance",,,,,,,105,"Per_session","Active","https://www.facebook.com/pages/Weathervane-Playhouse/209196262487829","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpa1/v/t1.0-1/c16.0.149.149/1798517_602584826482302_349936694_n.jpg?oh=43b64f03ab032a9ea242dd5177dc23df&oe=551EEF8B&__gda__=1423365468_715ab9472f026193901c353d5180f090","https://scontent-a.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/1012357_491313584276094_1467521568_n.jpg?oh=46d5dce935183773ae482fa2fbaca5df&oe=54D72888",,,,,
"HoLa Programs","http://holahoboken.org/","info@holahoboken.org","123 Jefferson Street","Hoboken","NJ",7030,"201-427-1458","Not your regular summer camp, HoLa’s Aventuras Veraniegas is a Spanish Immersion Camp designed for students entering Kindergarten through 6th grade.  While our Aventuras Veraniegas is designed to complement the HoLa curriculum it is open and appropriate for any student interested in acquiring or strengthening their Spanish language and creative writing skills.",5,12,"Yes","Yes","No","Academics","Swimming","Dance","South America","Creative Writing","Creative Arts","Math",,,400,"Per_week","Active","https://www.facebook.com/HoLaHoboken.org","No","http://p1cdn4static.sharpschool.com/UserFiles/Servers/Server_20288871/Templates/hobo-logo.png","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/480224_361954500519504_982716361_n.jpg?oh=2293dc2933d603d1eb4578ddf16d98ab&oe=54E30F42&__gda__=1424030204_63dee158c5a06a88ccacf47a94f761a1",,,,,
"Top Flight Elite Baseball","topflightsportsacademy.com","nate@topflightsportsacademy.com","P.O. Box 1467","Campbell","CA",95009,"408-499-8161","Top Flight Sports combines years of experience, cutting edge training techniques and elite instruction to all athletes who are looking to improve on their skills and take their game to the next level. We provide a wide range of athletic training including basketball, baseball, football, soccer, strength, speed & agility. Lessons and training can be done in an individual, group or team setting. We specialize in working with youth ages 7-18. We have also trained elite college athletes, professional athletes and even the weekend warrior that is trying to get an edge in their recreational activity. No matter what age or skill level you may be, there is always room for improvement and Top Flight Sports is here to help.",7,18,"Yes","Yes","No","Baseball","Basketball","Football","Soccer",,,,,,225,"Per_session","Active","https://www.facebook.com/topflightsports?ref=ts","Yes","http://topflightsportsacademy.com/images/TFS_Logo_MAIN_SML_RGB.jpg","https://scontent-b.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10569029_824460350921340_7272937839632706101_n.jpg?oh=3de09e965c495222de95ca03b0353958&oe=54D9A259",,,,,
"Main Beach Surf and Sport","http://www.mainbeachcamps.com/","sales@mainbeach.com","352 Montauk Highway","Wainscott","NY",11975,"631-537-2716","Main Beach Surf and Sport offers the Best Hamptons Surf Lessons. At Main Beach you’ll find the most experienced teachers, local knowledge, a focus on safety and skills and an all around great surf program. We’ve been giving surf lessons on the East End of Long Island for over 20 years. We also offer amazing surf camps as well.",5,18,"Yes","Yes","No","Surfing","Kayaking",,,,,,,,150,"Per_class","Active","https://www.facebook.com/MBXCamp?ref=hl","No","http://cdn.shopify.com/s/files/1/0332/7021/t/5/assets/logo.png?1936","http://static.squarespace.com/static/530082f7e4b085ddb65406c4/5304e12de4b0c1e749b42b82/5304e200e4b01951dab706d8/1392828934184/IMG_4114.jpeg?format=1000w",,,,,
"Blazer Volleyball Camps","http://volleyball.blazersportscamps.com/","jgreenvb@uab.edu","1720 2nd Ave South","Birmingham","AL",35294,"205-394-1304","Blazer Volleyball Camps provide instruction on skill development, competition, functional and strength training, goal development and leadership activities for grades 3 - 8. All sessions take place at the CSB Haehn Campus Center. Indoor athletic facilities are air-conditioned.",8,14,"No","Yes","No","Volleyball","Leadership",,,,,,,,50,"Per_session","MyOnlineCamp","https://www.facebook.com/pages/College-of-Saint-Benedict-Blazer-Volleyball-Summer-Camps/216804831672750?sk=info&tab=overview","No","http://volleyball.blazersportscamps.com/images/Banner_5_copy.jpg","http://volleyball.blazersportscamps.com/images/img_4944.jpg","College of St Benedict",3,8,,
"Helen Hayes Youth Theater","http://www.helenhayesyouththeatre.com/","helenhayesyt@aol.com","142 Main Street","Nyack","NY",10960,"845-826-2049","The Helen Hayes Youth Theatre offers year-round theater classes and performance opportunities for young actors ages 5 to 18 from all backgrounds of theater experience. Our programs take place in our homebase of Nyack, as well as Westchester County, New York. Our mission is to provide rigorous training in the theater arts while also offering training in life skills such as public speaking, improved focus, social skills, self-confidence and team building under the watchful eye of our staff of highly committed theater professionals.",5,18,"Yes","Yes","No","Performing Arts","Drama/Theater",,,,,,,,350,"Per_session","Active","https://www.facebook.com/HelenHayesYouthTheatre","No","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/430216_272174456191583_1670421043_n.jpg?oh=543204978c9e3639f49fdc25f03ee783&oe=5511A950&__gda__=1427679361_e1cd2670b970334694b636bf8bfcce5d","https://scontent-a.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/1098525_498305526911807_1088040218_n.jpg?oh=928de90e9856659349fc9982b35e018d&oe=54D984A7",,,,,
"Stanford Basketball","http://www.stanfordboysbasketball.com/","boyshoopcamp@stanford.edu","450 Serra Mall","Stanford","CA",94305,"650-725-7715","Stanford University offers basketball camps for boys grades 1 thru 12. We offer day camps, overnight camps and development camps.",6,18,"No","Yes","No","Basketball",,,,,,,,,400,"Per_session","Active","N/A","N/A","http://image.cdnllnwnl.xosnetwork.com/fls/30600/site_graphics/2013/logo.png",,,1,12,,"No usable pics on site"
"Mark Wood Rock Orchestra Camp","markwoodmusic.com","mwroc@markwoodmusic.com",,"Olathe","KS",,"516-767-6677","Mark Wood Rock Orchestra Camp is a week-long music education experience where attendees are immersed in cultivating self-expression through improvisation, performance, and the latest technology; and where they get to put all their new tools to use in a grand finale international rock orchestra concert event – open to the public – on the camp’s last night.We’ve helped hundreds of musicians, young and old, to discover their own voice – not only as players but as PEOPLE. We believe that the art of building confidence in your own unique powers of self-expression is KEY to making your way in the world. Come to MWROC and celebrate the greatness of YOU!",12,99,"Yes","Yes","No","Music","Bass Guitar","String","Voice",,,,,,1000,"Per_session","Active","https://www.facebook.com/mwroc","Yes","http://www.mwroc.com/wp-content/uploads/2013/09/MWROC2013logo.png","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10477069_694617810587535_2340271724907554801_n.jpg?oh=cc3456f2439a141b6b990a3d600489bc&oe=54E43B56&__gda__=1423222410_a120025cf1ee27f9b65e20773f717a4b","MidAmerica Nazarene University",,,,
"Common Threads","commonthreads.org","amartin@commonthreads.org","500 N. Dearborn, Suite 605","Chicago","IL",60654,"312-329-2501","Through our cooking and nutrition programs and curriculum, we help prevent childhood obesity and reverse the trend of generations of non-cookers, while celebrating our cultural differences and the things people all over the world have in common. We offer many programs, including camp. This camp is a three-week camp focused on cooking, physical fitness, and food-science education. The students spend five days a week during the summer months cooking, exercising, and participating in a food-science lab.",5,99,"Yes","Yes","No","Cooking
Crafts","Academics",,,,,,,,,,"Active","https://www.facebook.com/CThreads?ref=ts","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xap1/v/t1.0-1/p160x160/10687033_975887389107594_7687128953202477427_n.jpg?oh=a8f74ba3fe93f270962b1f8bda42bf75&oe=54DD1B92&__gda__=1423359895_9c624ad5d2598180182c3480edb405a9","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/10306393_996183960411270_2753983818805362077_n.jpg?oh=a869568fb173f84c65acb4241b560aac&oe=54DE775C&__gda__=1424574957_35d421a2a4368e2dff4f020afe4e990e",,,,,"No pricing info on site or Active"
"Pettijohn Springs Christian Camp","pettijohnsprings.com","manager@pettijohnsprings.com","14756 Pettijohn Springs Camp Rd.","Madill","OK",73446,"580-795-5015","In the rocky hills of southern Oklahoma, just 15 minutes from Lake Texoma, there is a wilderness opened for adventure and personal growth—Pettijohn Springs Christian Camp (PSCC). PSCC provides an environment immensely suitable for spiritual growth and for building and strengthening relationships. PSCC has a great history, an amazing tradition, and a respected reputation.",8,18,"No","Yes","No","Christian","Adventure/Outdoors",,,,,,,,150,"Per_session","Active","https://www.facebook.com/pages/Pettijohn-Springs-Christian-Camp/206706389373231","N/A","http://www.pettijohnsprings.com/wp-content/uploads/2013/11/pjs-logo-106x70.png",,,,,,"No usable pics on site or fb"
"Geering Up","http://www.geeringup.apsc.ubc.ca/","geeringup@apsc.ubc.ca","5000-2332 Main Mall","Vancouver","BC","V6T 1Z4","604-822-2858","Geering Up UBC Engineering & Science for Kids is a non-profit organization with the mandate of promoting science, engineering and technology to youth across British Columbia. Affiliated with the University of British Columbia, Geering Up is designed, organized and operated by UBC students. We endeavour to show program participants how fun, exciting and useful engineering and science can be. Geering Up camps are all about making Science Technology and Engineering hands on and exciting. Each day is a dynamic mix of hands on activities, demonstrations, tours, mentors, and design challenges. Our camps are taught by experienced university students with a passion for their field of study. In addition to all of this we ensure each camper spends at least one hour of each day participating in active games outside.",8,16,"Yes","Yes","No","Academics","Science","Science/Technology","Industrial Arts",,,,,,190,"Per_session","Active","https://www.facebook.com/GEERingUp","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpf1/v/t1.0-1/c0.0.160.160/p160x160/10408570_715271191883870_3296226931314785815_n.png?oh=5a2d7affc5d0b61aaf80240a509feae1&oe=551FAEE0&__gda__=1423525170_fb62af0db52a15dddb4c09552e26d4d7","http://www.geeringup.apsc.ubc.ca/wp-content/blogs.dir/1712/files/2013/08/P7300743.jpg?b=1712&w=465&h=460&zc=1","Faculty of Applied Science Vancouver Campus",4,10,,
"Lake Minnetonka Sailing School","lmss.us","director.lmss@gmail.com","19500 Park Ave","Wayzata","MN",55391,"952-404-1645","The LMSS Learn-to-Race programs are designed to be the perfect bridge for sailors who have graduated from a session of Camp Sailing or with previous experience, who are wanting to improve their skills in a moderately competitive environment.  These half-day classes maximize time on the water with a focus on rigging, sailing correctly on all points of sail, the basics of sailing, and understanding the importance of working within a team atmosphere.",8,17,"Yes","Yes","No","Sailing",,,,,,,,,295,"Per_session","Active","https://www.facebook.com/lakeminnetonkasailingschool","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/p160x160/10421967_10152113172831493_5078973430785518996_n.jpg?oh=4ff62275087f8f1259aec15c5da7d28a&oe=54E5044A&__gda__=1423145594_55f0a70eb834c2d003f6bd72c5a13af8","http://lmss.us/wp-content/uploads/2011/02/420LearntoRace_Header.jpg",,,,,
"LCYC Jr Sailing","http://lcyc.info/","jrsailing.lcyc@gmail.com",,"Shelburne","VT",,"802-777-1956","The Lake Champlain Yacht Club is a member-run yacht club located in a sheltered cove on the southwest shore of Shelburne Bay in Shelburne, Vermont. We offer moorings, activities, and community for our members, most of whom own a sailboat or powerboat. The object of the Club is to promote and encourage boating and sailing on Lake Champlain, while emphasizing racing, cruising, and education, without financial gain.",8,17,"Yes","Yes","No","Sailing",,,,,,,,,110,"Per_session","Active","https://www.facebook.com/lcyc.info","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/c12.12.155.155/935056_490291081040806_1484244447_n.png?oh=9f7ae8aba5421fe8493553892ab9a9e4&oe=55182698&__gda__=1423172906_62ddd72c31fe1dbde0512196d2025411","https://scontent-b.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/164430_530447710358476_1549612570_n.jpg?oh=8efc0ff9cc3ac7611179947fc8ff8d70&oe=55100498",,2,12,,
"University of Missouri Soccer","missouri.edu","blitzb@missouri.edu",,"Columbia","MO",65211,"573-884-7914","Mizzou strives to make The University of Missouri Soccer Camp the best in the Midwest. The secret to any successful camp is the staff. The Missouri Soccer Camp is staffed by top college coaches from across the country. Each coach brings a wealth of experience from working with young players throughout the nation. The University of Missouri Sports Medicine Department will provide training staff at all camp sessions and games.",4,18,"No","Yes","No","Soccer",,,,,,,,,150,"Per_session","Active","N/A","N/A","http://grfx.cstv.com/schools/miss/graphics/miss-14-logo.png","http://www.mommyconnections.ca/wp-content/uploads/2013/05/soccer_graphic1.jpg",,,,,
"Cabrini College Men's Lacrosse","cabrini.edu","ngt23@cabrini.edu","610 King of Prussia Rd.","Radnor","PA",19087,"610-902-8557","The Cavalier Lacrosse School has one goal in mind – for our campers to become a better player when you have completed our program. Our camp curriculum emphasizeds skill and development in a fun “can do” environment. Our staff is committed to helping players individually to improve their overall game. Camp is available to boys and girls in grades 2-9.",7,14,"No","Yes","No","Lacrosse",,,,,,,,,250,"Per_session","Active","N/A","N/A","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfp1/v/t1.0-1/p160x160/10176164_1471571096406251_2170233802566171761_n.jpg?oh=3b3a07ff7401736d56b02e7a84eea14a&oe=54D1BDAE&__gda__=1424217784_aa0e8d0453737b8c29b59e6f50f3507f","http://www.westmountlynx.com/wp-content/uploads/2014/02/lax25.jpg",,,,,
"Fullerton Futbol Assosciation",,,"780 Ocean View Dr","Fullerton","CA",92832,"714-906-0378","Our camp consists of multiple one day training sessions, small group clinics and individual instruction upon request. The one day training sessions will be designed for the competitive high school soccer player and give them the opportunity to showcase their talents. The small group clinics and individual sessions will be skill based sessions with an emphasis on fun and developement.  We are especially excited about the addition of our Junior High School FANTASY CAMP.",10,19,"Yes","Yes","No","Soccer",,,,,,,,,,,"Active","N/A","N/A","N/A","http://fullertontitans.com/sports/w-soccer/2014-15/photos/0008/NCAADB11142014101_sr.jpg?max_width=596&amp;max_height=411",6,12,,,
"Camp Fire Central Puget Sound","campfireseattle.org","campinfo@campfireseattle.org","14500 SW Camp Sealth Rd","Vashon","WA",98070,"206-826-8937","Young people want to shape the world. Camp Fire provides youth the opportunity to find their spark, life their voice, and discover who they are. In Camp Fire, it begins now.  We strive to be the most inclusive and leading provider of programs that help youth thrive and reach their full potential. We will acheive this through offering the highest quality camping, environmental education, and out of school programs that utilize professionally trained volunteers and staff, disciplined financial practices, effective operation metrics and relevant youth impact outcomes. We offer resident camps, day camps, and winter break camps.",6,16,"No","Yes","No","Adventure/Outdoors","Water Sports","Horseback Riding","Nature Programs","Sports","Creative Arts","Archery",,,400,"Per_session","Active","https://www.facebook.com/campfireseattle","Yes","http://www.campsealth.org/Design/White-logo-with-tagline.png","https://scontent-b.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10383483_10152332549227875_6753329954650628022_n.jpg?oh=0fa715a12aff930a44632fb15ec6ceda&oe=54DB4276",1,10,,,
"Lakeview Golf Club","lakeviewgolf.net","mgooden@lakeviewgolf.net","4101 Shen Lake Drive","Harrisonburg","VA",22801,"540-434-8937","At Lakeview we makethe development of all golfers a high priority, but we are particularly invested in, and excited about our junior programs. In recent years we have greatly expanded our Junior Instructional programs to include the Tournament Players Series, Lakeview Junior Tour, and our expandedJunior Camp Series.",7,13,"Yes","Yes","No","Golf",,,,,,,,,120,"Per_session","unclear","https://www.facebook.com/LakeviewGCVA","Yes","http://d2i6xpl4fiyw33.cloudfront.net/files/2013/04/Red-Letter-LV-Junior-Camp-Logo1-300x167.jpg","http://d2i6xpl4fiyw33.cloudfront.net/files/2013/08/photo-31.jpg",,,,,
"DSC Revolution Soccer Camps","dscrevolution.com","drew@dscrevolution.com","400 Rabbit Hill Rd","Dacula","GA",30019,"678-407-2100","DSC offers clinics and camps for all ages and skill levels. The Premier Experience was developed to push the most competitive, premier players to a level they have never been pushed before.  To accomplish this task, DSC has recruited staff that have played at THE HIGHEST LEVEL possible in the world!  Drawing staff members from the English Premier League gives participants in The Premier Experience the opportunity to see what it really takes to make it to the top!  Players will be coached directly by these soccer legends.",3,18,"Yes","Yes","No","Soccer",,,,,,,,,100,"Per_session","Active","https://www.facebook.com/DaculaSoccerClub","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfp1/v/t1.0-1/c23.23.291.291/s160x160/301272_210201025711902_2108732425_n.jpg?oh=a159ff5bff7886928937f7c0af1ae1aa&oe=54E5109C&__gda__=1428075888_29be5defb3799c8773209ffd78df5e10","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10527420_713522422046424_6083999626554471265_n.jpg?oh=773b0df423486c78825d64e096408727&oe=54E6E3B7&__gda__=1428031759_2098633b11fd5b340a62eceb4a48e8dd",,,,,
"Camp Red Oak Springs","http://www.campredoaksprings.net/","info@campredaoksprings.net","P.O. Box 800","Newton","TX",75966,"409-379-4745","You can have confidence and trust in Camp Red Oak Springs smmer camp program.  The program is designed to provide a fun, safe, Christian atmosphere that challenges the interest and ablility of each camper.  Camp Red Oak Springs focuses on a strong Christian environment by develping a positive self-image, responsiblity and creativity, decision making skills and leaning to appreciate, care for, and work with others. Camp is a special place for kids…kids of all ages.  It provides a natural environment that can be experienced in no other place.  Outdoor Bible classes, sports, crafts, singing and the Friday night campfireand “Quiet Trail” to complete the week will be spiritually uplifting and provide memories to keep along with new friends.",10,18,"No","Yes","No","Christian","Adventure/Outdoors","Sports","Creative Arts",,,,,,125,"Per_session","Active","https://www.facebook.com/camp.redoaksprings?fref=ts","N/A","http://ecbiz122.inmotionhosting.com/~campre8/wp-content/uploads/2012/05/cropped-RedOakTree.jpg","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/1002292_1389653717920904_1454173905_n.jpg?oh=8c8247687222532e3ad854dc4e4215b6&oe=54E117A2&__gda__=1427716393_9709ca62ee514c606aed680499aa5e48",,,,,
"Stonebridge Golf Academy","http://www.stonebridgegolfclub.com/","fredbond@pga.com","100 Avenue of the Champions","Palm Beach Gardens","FL",33418,"803-374-0589","If your swing isn't becoming to you, you should be coming to me! Fred Bond has 50 years of teaching experience to help you learn. Make your plans to include your junior in the 2014 Stonebridge Summer Junior Golf Camps. At each camp, golfers will be divided into groups based on ability and age. Coaching will be available for new starters and for more experienced golfers. We make our camps as fun and enjoyable as we can, and teach safety, etiquette and golf technique. More importantly we have fun to allow the juniors to build confidence that they can take away with them after camp.",5,16,"Yes","Yes","No","Golf",,,,,,,,,75,"Per_session","Active","https://www.facebook.com/pages/Stonebridge-Golf-Club/114144641949474","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/c15.12.151.151/404147_388322561198346_1455173610_n.jpg?oh=89df61de6ef498cfe2a98519ee51a2e2&oe=551CC255&__gda__=1428044017_b63ee896017efb10ee15c93180967126","https://scontent-a.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10672274_841431555887442_7148244850787529820_n.jpg?oh=d206bfd3ca207158e82d51c76cd356d7&oe=54E09D98",,,,,
"Emerald Valley Golf & Resort","http://www.emeraldvalleygolf.com/","todd@emeraldvalleygolf.com","83301 Dale Kuni Rd","Creswell","OR",97426,"541-895-2174","Emerald Valley’s facilities allow its Golf Academy to hold different instructional programs throughout the year for golfers of all ages and abilities. Juniors have always been a high priority and focus of the program in years past and will be so this year. Emerald Valley’s Junior Program allows juniors to come to the golf course, receive instruction and play golf in a positive environment while making new friends.",7,15,"Yes","No","No","Golf",,,,,,,,,125,"Per_session","PDF","https://www.facebook.com/EVGolf","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/c47.0.381.381/s160x160/185741_582379861777691_1233394804_n.png?oh=4ce03d69c0823504435a94556d786abe&oe=551A039F&__gda__=1423192158_cd9a18685c768316c59049f37b612716","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10426642_899206073428400_7705954643057349083_n.jpg?oh=0f6187faa6e4baa59acb1aca85ffab0d&oe=5514A948&__gda__=1427421936_42068474b2888934bc7231c3ad4ae0e6",,,,,
"Flagler College Mens Basketball","flagler.edu","bclark@flagler.edu","74 King Street","St. Augustine","FL",32084,"904-819-6251","Flagler College offers basketball camps for boys and girls ages 5-17. These camps are directed by Bo Clark, Head Basketball coach for 27 years. Bo promises an exciting experience for boys and girls in St Augustine and the surrounding areas.",5,17,"No","Yes","No","Basketball",,,,,,,,,85,"Per_session","PDF","https://www.facebook.com/FlaglerCollege","Yes","http://www.flagler.edu/sebin/t/k/main-logo.png","http://norwaymaine.com/n/wp-content/uploads/2014/06/kids-playing-basketball.jpg",,,,,
