"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Chinese Martial Arts","http://www.shoushukungfu.com/splahpage.nxg","dashifu@sbcglobal.net","458 Tennyson Rd.","Hayward",94544,"(510) 784-1232","At our schools of Chinese martial arts-Hei Long Shou Shu Kung Fu, our students young and old embrace a way of life full of confidence, self-discipline, and self-control that will enhance mind, body and spirit. Hei Long Shou Shu Kung Fu (Black Dragon Beast Art) is a combative art that incorporates the fighting principles of seven different animals. Our schools provide classes for men, women, and especially children in a family oriented atmosphere.We are the only schools in the U.S. that teach Hei Long Shou Shu Kung Fu.","CA",,,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/pages/Chinese-Martial-Arts-Hei-Long-Shou-Shu-Kung-Fu/118058594877373?fref=ts","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-prn2/t31.0-8/841221_600703543279540_1409276064_o.jpg","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/1969216_961236837226207_7286665686809845804_n.jpg?oh=a0d008873c0643cafe1026dbb1ed2171&oe=552039AA&__gda__=1423590138_8a790f93ca029c23dda8d3469d066847"
"Prodigy Martial Arts","http://www.prodigykarate.com/","amekenpo@sbcglobal.net","4600 El Camino Real #104","Los Altos",94022,"(650) 947-9112","Through high quality martial arts instruction we empower people of all ages to achieve their full potential.","CA",4,99,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/Losaltoskenpo?fref=ts","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-ash2/v/t1.0-9/581421_355237257912967_483798571_n.jpg?oh=a2a990baceb1d769f053a2938d4070de&oe=5511074B","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/v/l/t1.0-9/10426636_454658871304138_5257963064401250094_n.jpg?oh=e185e021c54a37fd2805a92b87e44fa4&oe=55127A00"
"Golden Dragon Chinese Kung Fu and Culture Institute","http://www.dragonrus.com/",,"4040 Sorrento Valley Blvd, Ste. G-L","San Diego",92121,"(858) 597-0287","At Golden Dragon we teach our students confidence, discipline, and 
self-motivation. We accomplish this through our afterschool program led 
by our experienced teaching faculty. We also provide Kung Fu / Wushu 
classes taught first hand by renowned Grand Master Ma JinLong and his 
professional coaching staffs. We guarantee a safe and engaging 
experience for students of all ages.","CA",3,99,"yes","yes",,"Martial Arts",,,"Chinese Culture",68,"per_month","phone",,,"http://www.dragonrus.com/wp-content/plugins/thethe-image-slider/timthumb.php?w=1000&h=378&zc=1&src=http%3A%2F%2Fwww.dragonrus.com%2Fwp-content%2Fuploads%2F2013%2F02%2Fslide6.jpg","http://www.dragonrus.com/wp-content/plugins/thethe-image-slider/timthumb.php?w=1000&h=378&zc=1&src=http%3A%2F%2Fwww.dragonrus.com%2Fwp-content%2Fuploads%2F2013%2F02%2Fslide7.jpg"
"TMAX","http://leestkdpasadena.com/","contact@tmax-style.com","1782 E Washington Blvd","Pasadena",91104,"(626) 398-5337","Using traditional values and modern techniques through Martial Arts, we forge a self development and Character formation.This program promotes a healthy mind, self-confidence, self-discipline and high self-esteem, as well as encourages the pursuit of excellence.","CA",3,99,"yes",,"yes","Martial Arts",,,,,,"phone, email","https://www.facebook.com/TMAXPasadena/timeline","no","http://static.squarespace.com/static/53b4a68de4b018629e9a49bb/t/53c46a3ce4b080b39b0dc782/1405381197509/?format=1000w","http://static.squarespace.com/static/53b4a68de4b018629e9a49bb/t/53c476a9e4b02bb571b72eea/1405384394987/?format=500w"
"Kuntau Academy","http://www.kuntau.info/","luis@kuntau.info","232 Brandywine Ct","West Covina",91791,"(626) 308-9603","Kuntau is a way to protect yourself in real life. Kuntau teaches you how to use your natural weapons and use an attackers power and strengths against themselves. You are trained to identify and handle problem situations. Martial Arts can be whatever you want it to be and Kuntau is your guide. At work, school or in your home you have problems that appear and try to disrupt your life. Kuntau is not about fighting its about solving problems.
If you take your own destiny in hand, then you'll be the most successful person on this earth. Every person has a purpose or a destiny you must seek yours so you can fulfill it. When you want something. You have to 
go out and get it yourself. If its not important then send someone else or wait for it to come to you.","CA",,,"yes",,,"Martial Arts",,,,,,"phone, email",,,"http://72.41.137.230/images/Kuntau%20Logo.jpg",
"Judo America","http://www.judoamerica.com/",,"9825 Carroll Centre Rd. Ste. 400","San Diego",92126,"(858) 578-7748","Judo America San Diego is a non-profit organization dedicated to the 
development of the individual.  Through the discipline of Judo, we build
character and promote physical fitness and positive social values.  We 
provide a safe environment for students to channel their natural 
aggression into self-control and teamwork, and we encourage the 
development of personal excellence.","CA",4,99,"yes","yes","yes","Martial Arts",,,,,,"phone",,,"http://www.judoamerica.com/images/GaijinMobSlideShow.jpg","http://www.judoamerica.com/images/DojoFacilities.jpg"
"The Hidden Dojo","http://shindenkan.com/","TheHiddenDojoFamily@gmail.com","42156 10th St. West Unil L","Lancaster",93534,"(661) 524-5442","We teach Japanese Jujutsu, Batto-Do (Japanese Swordsmanship), Women's Self Defense, as well as Japanese Language Skills (from beginner to advanced). In addition, we offer private lessons and also a well developed children's program. 
Our Jujutsu specializes in wrist and joint locks, throws/takedowns, holds, and pins by utilizing bone structure, natural movement, and painful pressure points.
The origin of this art dates back to feudal Japan, where the techniques were studied by the Samurai.","CA",,,"yes","yes",,"Martial Arts",,,,,,"phone, email, web form","https://www.facebook.com/TheHiddenDojo/timeline","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/303283_230407850343156_3030979_n.jpg?oh=d496eb4cba2ef04a3b70b872dacb90a6&oe=54D6F24A","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10304338_767634643287138_8695858346630697972_n.jpg?oh=cd8e5c1b71299b832fc9ddda55483f91&oe=551AC6D4"
"East West MMA SoCal","http://escondidomartialarts.com/",,"1346 W Valley Parkway Ste. B","Escondido",92029,"(760) 855-2687","East West MMA offers a variety of martial arts experiences, ranging from children's martial arts training and combat fitness to get you into shape all the way to MMA and Brazilian Jiu Jitsu You'll be impressed with our fantastic staff! Everybody here at East West MMA Escondido has been professionally trained to teach you everything you'll need to be successful here. They are all professional martial artists that are passionate about helping you to achieve your goals. You'll be comfortable knowing that everythingyou're taught is being taught safely and properly so that you can learn quickly, get into great shape and avoid injuries.","CA",4,99,"yes",,"yes","Martial Arts",,,,,,"web form, phone","https://www.facebook.com/EastWestMMASoCal/timeline","no","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/10703745_862648657101791_3213475022353985344_n.jpg?oh=dd195febe204472318840cdc652c4353&oe=551466C5&__gda__=1423286191_6bd60369323676a40f1dd43b8de6bb36","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/t31.0-8/616463_674226122610713_1633835635_o.jpg"
"Kukkido Martial Arts","http://kukkido.com/","kukkido@hotmail.com","4455 Torrance Blvd.","Torrance",90503,"(310) 370-3500","Kukkido Martial Arts offers a comprehensive martial arts training system that teaches different techniques fromTaekwondo, Aikido, Cardio Kick Boxing, Filipino Martial Arts and Hatha Yoga.Each of these disciplines are unique to all foundations of the martial art styles. The mental benefits people have 
gained from this training are immeasurable. We provide the edge that people need, now more than ever, to have confidence to rise in the toughest times. Many of our staff have been teaching for over 25 years
and are professional, experienced, licensed instructors, who have dedicated their lives to sharing the power of martial arts with the community.We keep quality control with in the schools and provide the perfect backdrop for developing the skill and determination needed to succeed in martial arts and other elements in Life.","CA",3,99,"yes",,,"Martial Arts",,,,,,"phone, email",,,"http://kukkido.com/wp-content/uploads/2014/01/slider1-bg.jpg","http://kukkido.com/wp-content/uploads/2013/04/IMAG12523.jpg"
"Claycomb Karate Academy","http://claycombkarate.com/Claycomb_Karate/HOME.html","info@claycombkarate.com","2310 Central Ave. Ste. #1","Duarte",91010,"(626) 599-1633","CKA offers Self Defense based martial arts training in Karate, full contact Kickboxing, Grappling & Traditional Weapons for All Ages","CA",5,99,"yes",,,"Martial Arts",,,,50,"per_month","web form, phone, email","https://www.facebook.com/ClaycombKarate/timeline?ref=page_internal","yes","http://claycombkarate.com/Claycomb_Karate/HOME_files/CKA%20Facebook%3Aweb%20Page.jpg","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10169176_242603022605205_7329062332194754761_n.jpg?oh=45f8a91ee24c869174c287c10eb2df50&oe=551963DD"
"Champion Eyes","http://www.championeyes.com/#!/page_Home","sensei@championeyes.com","3700 Oceanic Way, Ste. 102","Oceanside",92056,"(760) 722-2622","Since first opening in 2003 Champion Eyes has been steadfast in its dedication to traditional martial arts, self defense and weaponry. The skills learned through training are used to streangthen our students both in and outside of the dojo. Having many national and international tournament Champions our instructors exemplify the power of achieving goals. Whether in their martial arts training, personal, schoolastic, or proffessional lives, the skills learned are vital in 
setting and realizing their goals.
Our students utilize their skills to acheive personal goals, Whether at home, school or professionally, our students obtains their goals through putting into practice the basics.Dedication, commitment, and focus, these elements adhered to daily are the corner stones to realizing their goals. Echa goal attained whether small or large, 
streangthens their confidence and provides the encouragement for even greater aspirations.","CA",3,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/pages/Champion-Eyes-Martial-Arts/127293583986111?sk=timeline","yes","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10731177_731036190278511_3876590066473371348_n.jpg?oh=47435aa8ca891404e450e0c002e0da98&oe=54DC2D4A","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10703501_715959568452840_7474992029047811325_n.jpg?oh=a36465c46e44ed65ca2562159921142a&oe=55146110"
"All Sport Martial Arts","http://www.teamallsport.com/index.html","teamallsport@hotmail.com","6205 Santa Teresa Blvd.","San Jose",95119,"(408) 578-3779","We offer the following types of martial arts: MMA / KICKBOXING, BRAZILIAN JIU-JITSU & FITNESS CLASSES
  •   MMA / Kickboxing - Always starts with respect and ends with respect.  Training generally is divided into the practice of techniques and sparring.  We supplement these punches and kicks with self-defense techniques and overall endurance and flexibility training.
   •   Brazilian Jiu-Jitsu training takes place in a formal atmosphere with an emphasis on etiquette and self-control as well as physical ability.  While grappling, students stop by tapout just short of injury so that power is always maintained with control. Gi and no Gi classes are available.
  •   Fitness classes for adults and kids include functional exercises for fitness and combat sports. All through the world you will see that wild animals are in far better shape than human","CA",3,99,"yes","yes","yes","Martial Arts",,,,25,"per_3 classes","phone, email",,,"http://www.teamallsport.com/Jordan_12_5x7_800x571.jpg","http://www.teamallsport.com/auen_cut_out_24_lghtng_copy_399x600.jpg"
"Quest Taekwondo","http://www.questtkd.com/web/Home/tabid/136/Default.aspx","admin@questtkd.com","800 Torrance Blvd. Ste. 104","Redondo Beach",90277,"(310) 316-3591","At Quest, our goal is to develop strong minds, body and spirit through the practice of Taekwondo. Our Quest is to build a better community, one Black Belt at a time.","CA",3,99,"yes",,,"Martial Arts",,,,49.95,"per_4 weeks","web form, phone, email","https://www.facebook.com/QuestTaekwondo/timeline","yes","http://www.questtkd.com/web/Portals/3/Summer%20Promo1.jpg","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/10392389_813881942008014_2566148368421547566_n.jpg?oh=d92020b7b710cda240f5d109da03972b&oe=54E2809E&__gda__=1423824431_e2b5e762c3a7a510080143df31d6be8c"
"SK Tae Kwon Do","http://www.sktaekwondo.com/","sktkd@sbcglobal.net","9569 Las Tunas Dr.","Temple City",91780,"(626) 286-6500","SK Tae Kwon Do Studio is dedicated to the highest quality of martial 
arts training. We are committed to continually enhancing our program to address exercise, drills, safety tips and a realistic approach to self-defense situations. We ""Build Confidence Through Achievement"" and 
provide an environment conducive to positive relationships, fostering self-discipline and self-confidence and self-respect.","CA",,,"yes",,"yes","Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/sktaekwondo/timeline","no","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/546326_375303259210208_650756084_n.png?oh=cca95d24e085f9730478aec7a7fa1b5f&oe=550E5530&__gda__=1427199713_08112cf59cc2ab287a0334d52c654910","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10552495_672180349522496_5286680805719818758_n.jpg?oh=ce33d989d99ed8aa5cb4ec185c1d0f80&oe=54D91806"
"Ultimate Taekwondo","http://ranchomartialarts.perfectmind.com/","utkdrc@yahoo.com","7890 Haven Ave. Ste. 19","Rancho Cucamonga",91730,"(909) 989-2126","Here at Ultimate Taekwondo the focus is on YOU - your personal goals for fitness, self esteem, and your chance to be a part of something that will change your life forever. Martial Arts are the best way for reducing stress and getting fit very quickly. After a few classes, you will notice improvements in flexibility, athletic stamina, and self confidence all while lowering body fat and those unwanted inches.  ","CA",3,99,"yes",,,"Martial Arts",,,,99,"per_9 weeks","phone, email",,,,
"Shaolin Wushu Center","http://www.wushucenter.com/","ShaolinWushuCenter@gmail.com","1647 S. La Cienega Blvd.","Los Angeles",90035,"(310) 278-1688","The Shaolin Wushu Center offers a variety of classes in Gongfu (Kung Fu) and Taiji (T'ai Chi) for athletes of all ages and athletic abilities--from the novice to the seasoned international competitor. Training is available in many styles of open-hand and weapons traditions, including northern and southern fist, staff, broadsword, 
straight sword, 9-section chain-whip, mimetic animal styles such as praying mantis, snake and eagle, and various styles of taiji and qigong.Classes are also available in stage combat and choreography. Group training and private lessons are available.The Shaolin Wushu Center also has an international exchange program that gives our students the opportunity to visit and train in China.","CA",,,"yes",,,"Martial Arts",,,,,,"web form, phone, email",,,,
"Sweet Pete's Martial Arts Academy","http://www.sweetpetesmaa.com/contact-us.html","petesalas@cox.net","234 Third Ave., Ste. B","Chula Vista",91910,"(619) 427-5105","Today, Sweet Pete's Martial Arts Academy is renowned for it's innovative teaching methods, 
scenario-based self-defense work and highly effective sparring drills. 
Pete's approach to   instructing is considered very unique, as is his 
close relationship with his students, instructors, parents and other 
martial artists. At Sweet Pete's Martial Arts Academy people say you can
 sense the camaraderie and the Lord's presence. ","CA",3,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/pages/Sweet-Petes-Martial-Arts-Academy/102659138689?fref=ts","no","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/10457603_10152582185338690_1414162208578363640_n.jpg?oh=e06e538e1ee1ff2b77dfdbfc28fae9d7&oe=551E4A1D&__gda__=1427355632_5cb4c2fed8761a7289ce8aa9b8da00ed","http://www.sweetpetesmaa.com/uploads/7/8/9/5/7895415/3458033_orig.jpg"
"Sifu Mung's International Kung Fu","http://sifumeng.com/index.htm","sifumeng@hotmail.com","16 Abbott Ave.","Milpitas",95035,"(408) 262-6228","The Teachers at Sifu Meng£r Kung Fu Academy teach a step by step process. The training program is broken down to give the students a solid foundation of basics, and gradually increases the skills to 
more advanced, and even professional levels of training. The basics include, strong stances, and proper kicking 
and punching technique. The advanced includes, application of techniques, and highly coordinated kicking, 
punching, and flipping movements. Along the journey the students make from beginner to advanced, an adequate 
foundation of flexibility, strength, coordination, and discipline will be instilled into each individual. 
Each student goes at their own pace, and the teachers match the students learning style to insure that they succeed.","CA",3,99,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/pages/Sifu-Mengs-International-Wushu-Academy/237731176285183?sk=timeline","no","http://sifumeng.com/images/banner.jpg",
"Kuk Sool Won of San Lorenzo","http://slzkuksoolwon.com/index.shtml","master_saidi@slzkuksoolwon.com","17321 Hesperian Blvd.","San Lorenzo",94580,"(510) 276-3834","Kuk Sool Won, which can be translated to Korean National Martial art 
association, is a systematic study of all the traditional fighting arts which together comprise the martial art history of the Korean nation.  As such, Kuk Sool Won is an extremely well-organized system of martial arts which seeks to integrate and explore all aspects of the traditional Korean Martial arts.  As a martial arts 
system, Kuk Sool Won covers the entire spectrum of the traditional Asian fighting arts
 and techniqes of body conditioning as well as mental development and 
traditional weapon training.","CA",,,"yes",,,"Martial Arts",,,,,,"email, phone",,,"http://slzkuksoolwon.com/photos/image13.jpg","http://slzkuksoolwon.com/photos/dub_02-2011-B.jpg"
"University of Jiu Jitsu","http://www.unijj.com/","info@unijj.com","3350 Sports Arena Blvd. #H2","San Diego",92110,"(619) 222.5555","We are specialized in Beginners, Kids Bullyproof and Self-Defense. Our 
Programs are designed by Saulo and Xande Ribeiro, the most decorated 
family in the sport. San Diego’s Best BJJ School, affiliated to Ribeiro Jiu-Jitsu Association, we are your choice for traditional martial arts in a fun, safe and clean environment. Oss!","CA",5,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/pages/University-of-Jiu-Jitsu/131353846886241?sk=timeline","yes","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/1911839_702503083104645_848730421_n.jpg?oh=e47acaa75ccc13715bbf396db316efdf&oe=551AA4C3","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10407412_849738988381053_5551458063165374696_n.jpg?oh=f0433dbc66ab7bd1b869809c5eed2e3c&oe=550D3CF8"
"Stockton Kuk Sool Hopkido","https://stocktonkuksool.wordpress.com/","angienguyen0321@yahoo.com","9299 Thornton Rd, Ste 2","Stockton",95209,"(209) 957-8819","Stockton Kuk Sool is a traditional Korean martial art and has been established for 18+ years. Stockton Kuk Sool has instructed hundreds of people throughout San Joaquin area and has received recognition in San Joaquin Magazine and received countless awards from the community. Stockton Kuk Sool's instructors are very experienced and have a set goal to help each student grow physically and mentally in order to develop great martial artist and a better community. Stockton Kuk Sool is a complete martial art that covers a wide range of punching,kicking, throwing, tumbling, techniques, sparring and forms (both open hand and weapons).","CA",4,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/stocktonkuksoolhapkido/timeline","no","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/1655961_782190891822665_9001518215322217266_n.jpg?oh=6820fd2bd710e29599a2b6295ca18114&oe=55128A97&__gda__=1426683404_c82fcad8fc682c25319f5fcbe124bbba","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10710875_782190641822690_7423448397507440541_n.jpg?oh=6351d52df7377bd8a9e589ca4aaf0482&oe=550BF890&__gda__=1427637785_2e32da368e9f6cb6a60a5b19325827a9"
"Pallen Martial Arts","http://www.pallenma.cmasdirect.com/site/view/38208_Home.pml","mfpallen@pallenma.cmasdirect.com","3963 E Castro Valley Blvd","Castro Valley",94552,"(510) 537-0901","WE ARE A RECOGNIZED SCHOOL OF BLACK BELT EXCELLENCE Pallen Martial Arts, Castro 
Valley, CA, is one of the premier martial arts schools in all of Northern California. We are conveniently located just off of the 580 freeway (Marketplace Shopping Center) in the East Bay Area. Although our techniques are based on 
centuries-old knowledge, our application of that knowledge sets Pallen Martial Arts apart from other schools. We realize that each student possesses different physical abilities. Size and strength varies with each individual, so once you have acquired a strong foundation in the basics, our program will enhance your own physical capabilities and maximize your self-defense skills. You'll understand exactly what it takes, mentally and physically, to defend yourself or your loved ones should the need ever arise.","CA",3,99,"yes","yes","yes","Martial Arts",,,,,,"web form, phone, email",,,"http://www.pallenma.cmasdirect.com/images/html/centuryTheme08/style01/1.0/images/n/6.jpg","http://www.pallenma.cmasdirect.com/sites/site-1156/images/e0fcab93-7f00-0001-00b5-17d01f22c2ba.jpg"
"Merritt Tae Kwon Do Academy","https://sites.google.com/site/merritttaekwondoacademy/","mmerrittma@msn.com","1945 West Ave L","Lancaster",93534,"(661) 945-5293","Our academy was established to provide survival skills, through techniques of Tae 
Kwon Do and Hap ki Do. Our services include self-discipline, physical conditioning, and
self-defense.  We also offer a host of specialty services that cater to the unique needs of our students.","CA",,,"yes",,,"Martial Arts",,,,,,"web form, phone, email",,,"https://sites.google.com/site/merritttaekwondoacademy/_/rsrc/1405220904424/config/customLogo.gif?revision=15","https://sites.google.com/site/merritttaekwondoacademy/_/rsrc/1404860729536/services/20131026_101403.jpg?height=320&width=240"
"Northern California Martial Arts","http://norcalmartialarts.com/","Norcalmartialarts@hotmail.com","601 Kentucky Ave.","Woodland",95695,"(530) 400-5234","Our vision is to provide high quality and professional Martial Arts instruction.  The focus is on the individual developement of each student through a realistic and progressive training regimine.  We are a non-commercial school and as such we do not require additional associations, expensive clubs, extra fee's, or anything else that would detract from the further development of the student.  This benefit allows NCMA instructors to continually refine our technique and focus more time on students. Like many hometown companies we care about quality.  We care so much because ultimately our students presonal well being could be at stake.  For this reason we take a very realisitic approach to training; we use what works! Further our students are what make for a great environment to train in and as such we have a responsibility to ensure we meet their expectations.  At NCMA we are very fortunate to have students from all over join us every day! Thank you for taking the time to find out about our programs and we look forward to seeing you on the mats soon!","CA",7,99,"yes",,,"Martial Arts",,,,,,"phone, email",,,"https://scontent-b-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/422641_391862890828053_381259809_n.jpg?oh=b977923df1ff12f62c9c3e16eac905da&oe=5518F705","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/538334_595470253800648_124166025_n.jpg?oh=4f96e76457915437e22ddbf2606396eb&oe=54DEB38A"
"United World Taekwondo Association","http://www.uwta.org/Home.html","Executive.contact@uwta.org","414 Vernon St.","Roseville",95678,"(916) 783-1199","The UWTA is headed up by Grand Master Jong H. Lee, 9th Degree Black Belt and was founded in 1993. The UWTA has thrived ever since, due to the unique character building approach to Traditional Martial Arts Training.
The UWTA stresses the critical importance of mental and physical balance, essential to the true success in Traditional Arts of study. The UWTA assists students in leading healthier and happier lives, with an emphasis on concentration and self-confidence, needed for success in today's society. The philosophical approach of our traditional method of instruction, focuses on the balance of the student's physical and mental well being. This helps to instill the concept of courtesy, integrity, perseverance, self-control, indomitable spirt, and physical fitness, the essence of the UWTA spirit.","CA",,,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/UWTA1/timeline","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/1426727_697885466946589_214827387896643328_n.png?oh=00d2a76b1af6376a72f17e608d97750d&oe=551A47BB","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10429243_697879656947170_5923596120835630723_n.jpg?oh=69e4389afac767bc0f839e977da1e8f7&oe=551B1860"
"Schu-Fu International Martial Arts Association","http://www.schu-fu.com/","info@schu-fu.com","8733 N. Magnolia Ave #141","Santee",92071,"(619) 857-7248","Schu-Fu is a sport-medicine based art with a scientific foundation. The focus is on self-defense, self improvement, stress relief and fitness.It is known as an eclectic style, which means that Schu-Fu includes the theory and technique of many styles of martial arts.  You do not need athletic ability, strength, or size to learn Schu-Fu, because the art teaches you how to use your opponent's energy against them.Grand Master Schu and his dedicated staff understand that people have different needs and abilities.  Thus, everyone who attends class is treated as an individual and encouraged to advance at their own pace.At Schu-Fu, we strive to help people develop their warrior spirit with a curriculum that offers traditional methods of training mixed with simulations of real-world self defense situations.At Schu-Fu, our motto is, "" You do what you practice "".  Therefore, we engage in full-contact training with due emphasis on safety.  Schu-fu is not for tournament competition because tournament fight involves rules, and we all know that in the street, there are no rules.Schu-Fu International Martial Arts Association is dedicated to providing affordable, professional martial arts instruction for men, women and children of all ages.","CA",,,"yes",,,"Martial Arts",,,,15,"per_class","email, phone",,,"http://nebula.wsimg.com/40a695e8c01643e849d4dd15b0129073?AccessKeyId=FD18F9FF1AF377EE609B&disposition=0&alloworigin=1","http://nebula.wsimg.com/1da79bbb88fb479c706d7b4e627839ea?AccessKeyId=FD18F9FF1AF377EE609B&disposition=0&alloworigin=1"
"California Martial Arts Academy","http://www.californiamartialarts.com/","irvine@californiamartialarts.com","6608 Irvine Center Dr.","Irvine",92618,"(949) 727-3181","The California Martial Arts Academy teaches traditional Kung Fu for students of all ages.  Classes are structured so that students can grow and enjoy their training at their own level, all while having fun in a group atmosphere.
The goal for all our programs is to create a community where our students can flourish and enjoy the challenging journey that is traditional kung fu.Please visit our Programs page to learn more about what we have to offer.","CA",5,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/rsmmartialarts/timeline","no","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-prn2/t31.0-8/s960x960/1149280_637266206293067_108835980_o.jpg","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xfa1/t31.0-8/10699934_898234903529528_7118744371096593232_o.jpg"
"Panther Fitness","http://pantherla.com/","info@pantherenergyla.com","5555 Hollywood Blvd","Hollywood",90028,"(323) 301-8855","Sabum Nim Shawn J. Stallworth, the creator and pioneer of Panther Energy Tae Kwon Do, has dedicated his life to the study of martial arts. Blessed with a gift for martial arts at an early age, he advanced quickly in the art forms. He has dedicated the better part of his adult life to sharing his gift with others, as a Head Instructor and Personal Trainer.","CA",4,99,"yes",,,"Martial Arts",,,,,,"web form, phone","https://www.facebook.com/PantherEnergyLA/timeline","yes","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1558586_713039995386555_114924521_n.jpg?oh=dc0b04823529f32ec59de8411df73d38&oe=550E8143&__gda__=1423797952_8421b2af2067273e26c151f8f90bff29","https://scontent-a-ord.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/1536458_713039662053255_728626739_n.jpg?oh=1a43abfce50ff3a36e77f6d092303657&oe=54D5C8AB"
"Karate-Do Seishin Shotokan","http://hunts-karate.com/","tony@hunts-karate.com","896 High St","Auburn",95603,"(530) 823-3376","Our goal is to uphold the true spirit of Shotokan Karate, develop the 
character, mentor and empower the student and improve quality of life.","CA",,,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/huntskarate/timeline","no","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfa1/t31.0-8/819139_10151453071015851_1183118810_o.jpg","http://hunts-karate.com/files/banners/te-o-nashi.jpg"
"Tenshin-Kai Taichi & Karate","http://tenshin-kai.com/","danklass@yahoo.com","6238 W. 87th St.","Los Angeles",90045,"(310) 568-9818","At Tenshin-Kai Taichi and Karate, people of all ages from all over the world gather to improve themselves, to 
learn and grow through the arts of taichi and karate, under the instruction of Grand Master Tenzan Hirakawa.","CA",4,99,"yes",,,"Martial Arts",,,,80,"per_month","phone, email","https://www.facebook.com/pages/Tenshin-Kai-Taichi-Karate/186968977999598?sk=timeline","no","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/163810_186969131332916_6183890_n.jpg?oh=514dafd35b82f45f9989e7ef67d6c28c&oe=54DD8BFF&__gda__=1423345112_041a123f554d5fc3c788bd3335f630d6","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/164522_187092517987244_7100486_n.jpg?oh=d1c5850b065308020ddd86fdfe7a997a&oe=551A80AB&__gda__=1423234188_53ffe0cf53c972bb375d0ca978a97a66"
"California Kung Fu and Tai Chi Institute","http://www.wushutaichi.com/index.html","master@wushutaichi.com","1436 El Camino Real","Redwood City",94063,"(650) 216-6686","We try our best to promote both the physical and spiritual growth in our students by teaching both the external and internal martial arts styles. Our ultimate goal is to enhance a student's life through the understanding and application of the values and discipline taught in the Chinese Martial Art styles, traditions and culture.","CA",5,99,"yes",,,"Martial Arts",,,,,,"phone, email",,,"http://www.wushutaichi.com/images/logo.jpg","http://www.wushutaichi.com/images/cover_student/Fes2.jpg"
