"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url","location_name","from_grade","to_grade","Notes","Hot Lead"
"M.A.D. Studio","http://themadstudio.com/about-us/classes/","themadstudio@gmail.com","42611 Kalmia St","Murrieta",92562,"(951) 252-7014","Make A Difference Art Studio is what we hope every artist feels is their home away from home. Art is such an important part of every generation. It gives a window for the future to look back upon. Each artist is encouraged to use the studio to the best way that is suiting for them.  Each MAD is ran a liitle differently in order to better accomodate their city and be a strong reflection of the owner. A will find a few similarities in each MAD. MAD teaches classes and hold private classes as well. MAD Studio actively holds events, art shows, field trips, and camps as well as spotlights Featured Artists. The arts are not limited, many of our studios teach either photography, pottery, piano, guitar, vocal, or dance lessons.","CA",,,"yes","yes",,"Drawing and Painting","Photography and Video","Pottery",,,,,,"dance, guitar - also for autism",,"??","phone","https://www.facebook.com/pages/MAD-Studio-Public-Art-Gallery/161156007244251","no","http://themadstudio.com/wp-content/uploads/2012/07/index_r1_c13.gif","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/65083_969398426420001_8800791029892395210_n.jpg?oh=8fe297fa26aa92db1f31af9c09d81b33&oe=551986EA&__gda__=1426704519_268ef897a5b4a032e2d1d00bf5a2d4b0",,,,,
"Gervais School Of Performing Arts","http://www.gervaisschoolofperformingarts.com/home.html","joanne@gervaisschoolofperformingarts.com","28307 Newhall Ranch Rd","Valencia",91355,"(661) 295-5794",,"CA",2.5,,"yes",,,,,,,,,,,"dance studio - ballet, tap, jazz, modern, hiphop",50,"per month","phone","https://www.facebook.com/GervaisSchoolofPerformingArts","no","http://www.gervaisschoolofperformingarts.com/home_files/GERVAIS%20BALLS%20LOGO%20B-W.png","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10570431_716653055074516_1896392369380950536_n.jpg?oh=c2ba732f24a8ea86b57b76a8fbb8c1f3&oe=5508A075",,,,,
"Green Forest Art Studio","you already list this in union city - just need to add 2nd location fremonth",,"46164 Warm Springs Blvd. #226,","Fremont",94539,"(415) 595-4680",,"CA",,,,,,,,,,,,,,,,,,,,,,,,,,
"Borrego Art Institute","http://borregoartinstitute.org/childrensart.html","contactus@borregoartinstitute.org","665 Palm Canyon Dr","Borrego Springs",92004,"(760) 767-5152","Art and photography programs grades K-5","CA",5,10,"yes",,,"Drawing and Painting","Photography and Video","Pottery","Creative Arts",,,,,,,"??","phone","https://www.facebook.com/pages/Borrego-Art-Institute/152850128089894","no","http://borregoartinstitute.org/navbar/BAI-NAV_r1_c1.jpg","cant get any from site",,,,,
"The Art Farm Studio","http://www.theartfarmstudio.com/","Theartfarmstudio@gmail.com","657 Camino De Unos","Arroyo Grande",93420,"(805) 878-9796","offers an art camp","CA",5,13,"yes in summer","yes","yes","Drawing and Painting","Crafts",,,,,,,,155,"per session","phone","none","n/a","http://www.theartfarmstudio.com/bg-1-25758.jpeg?u=563584096","nothing good on main site",,,,,
"McArt Studio","http://www.mcartstudio.com/","contact@mcartstudio.com","3138 Roosevelt St","Carlsbad",92008,"(760) 889-6904","McArt Studio offers a high quality Fine Art program that teaches students how to draw and paint realistically . The curriculum has been tailor made providing fun and challenging projects for different age groups and abilities. Projects include teaching still-life, the figure, landscape, portraiture, cartooning, animation, collage and more. Head Teacher Amy McArthur offers individualized art instruction that goes far beyond cut and paste, and arts & crafts. Students are taught how to see in a new way and learn to communicate through visual means. Drawing and painting are learned skills and just like any other skill they require instruction, patients and practice. 
The skill to create beautiful works of art, help to build self confidence and a sense of pride in personal achievements. These skills are absolutely priceless to any child or adult. By helping a student achieve what they believed was unachievable will help build their self esteem and encourage them to set higher goals in other curriculums. - See more at: http://www.mcartstudio.com/#sthash.Gy2Kg0mk.dpuf","CA",4,,"yes",,"yes","Drawing and Painting","Crafts","Cartooning",,,,,,,80,"per month","phone","https://www.facebook.com/pages/McArt-Studio-School-of-Art/235818859815323?sk=reviews","yes","http://www.mcartstudio.com/wp-content/uploads/2012/03/mcart-logo-e1343263965820.jpg","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10599524_723847334345804_7322696289049936653_n.jpg?oh=9bffad89649ae12e104590b9e5d9ef68&oe=550E89B1",,,,,
"The Performing Arts Academy Of Marin","http://paamarin.com/PAAM/Home.html","katlin@paamarin.com","38 Miller Ave Ste 20","Mill Valley",94941,"(415) 380-0887","art, dancing, singing, performing arts","CA",3.5,,"yes","yes","yes","Drawing and Painting","Crafts",,,,,,,"dance company: ballet, tap, lyrical, hiphop, jaz",260,"per session","phone","https://www.facebook.com/pages/Performing-Arts-Academy-of-Marin-PAAM/209027940103","no","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/1982063_10153987764470104_7472162998055571591_n.jpg?oh=76a62ac378d8d5303596447396609fac&oe=551F61D5&__gda__=1427113570_411f21e0cd393bce3c438fbb081faa04","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10698592_10154696879255104_5068323472106394083_n.jpg?oh=d1c0dfbbbbe881614f421300b018a90d&oe=551B8F0B",,,,,
"Idyllwild Arts Academy Theatre","http://www.idyllwildarts.org/","bonniec@idyllwildarts.org","52500 Temecula Rd","Idyllwild",92549,"(951) 659-2171","The Idyllwild Arts Academy provides pre-professional training in the arts and a comprehensive college preparatory curriculum to a diverse student body of gifted young artists from all over the world.

The Idyllwild Arts Summer Program provides arts instruction and experiences of the highest caliber to a diverse student population of all ages and abilities.","CA","summer program starts at 5, college prep is high school",,"yes","yes",,"Drawing and Painting","Creative Arts",,,,,,,"theatre, music, dance, visual arts",350,"per week","phone","https://www.facebook.com/idyllwildartssummer","yes","http://www.idyllwildarts.org/uploaded/images/home/idylllogo.gif","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10613064_882173715128093_4975421094225604036_n.jpg?oh=2db09fe2d05e36acc5f987ded4364a12&oe=54D847F9&__gda__=1423359781_5302032de33149e8651864d18bb5628b",,,,,
"Tadpole Arts","http://tadpolearts.com/services/after-school-art-programs/","TadpoleArts@gmail.com","8143 DeSoto Av","Canoga Park",91303,"(818) 961-7133","Tadpole Arts provides on-site Art Enrichment Program year round. We teach children of various ages about interdisciplinary Art forms and plan our programs accordingly. All class materials are provided as well as protective coverings. The length of our classes vary and are often times longer class sessions of our competitors. We have segmented our Art program into the following categories:

Each program is set up so that it actually exceeds what is recommended by the California State Board of Education guidelines for Visual Arts. We firmly beleive that pushing our kids ahead of the learning curve will help them in other areas of academia. We not only teach art techniques, but we also teach children how to express themselves through creativity. Durring these rough economic times, funding has been cut to the Arts, by providing after school programs we provide parents the opportunity to supplement their childrens education.","CA",,,"yes",,,"Drawing and Painting","Creative Arts",,,,,,,,,"??","phone","none","n/a","cant seem to grab it","http://tadpolearts.com/wp-content/uploads/2013/12/DSC_0622.gif",,,,,
"Artistic Home Studio","http://www.artistichomestudio.com/after-school-art-classes.html","info@ArtisticHomeStudio.com","1419 Park Street","Alameda",94501,"(510) 263-0337","art instruction","CA",9,16,"yes",,,"Drawing and Painting","Crafts",,,,,,,,55,"per class","pdf","https://www.facebook.com/TheArtfulHomeStudio","yes","http://www.artistichomestudio.com/uploads/1/4/5/2/14521412/1408386594.png","https://scontent-a-ord.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/1503452_562955470449559_1856260259_n.jpg?oh=e4c58c4e72a8eca5bb91122206d092a6&oe=55073FAD",,,,,
"Lori Krein Studios","http://www.lorikrein.com/","LoriKrein@gmail.com","2231 Winchester Blvd","Campbell",95008,"(408) 335-9101","art instruction, camps, parties","CA",4,15,"yes","yes","yes","Drawing and Painting","Crafts",,,,,,,,280,"per session","phone/online","https://www.facebook.com/LoriKreinStudios","no","http://www.lorikrein.com/uploads/9/6/8/4/9684293/1368135736.png","https://nebula.wsimg.com/4a73c49b9bee4561734813bb441ab3c4?AccessKeyId=8A840D2C133D05F40AA0&disposition=0&alloworigin=1oh=c6ab842ceaa5a64893eab7b9052bb477&oe=54D2A9DE&__gda__=1427416855_0141469147097bb1794b85385639588d",,,,,
"Fine Arts Studio in the Pines","http://fineartsinthepines.com/artschool/art-classes-rates/","school@fineartsinthepines.com","6290 Pony Express Trl","Pollock Pines",95726,"(530) 344-7746","Fine Arts in the Pines is an affordable New Fine Art School located in Pollock Pines, CA. Discover a variety of art forms for all ages including basic to advanced drawing, painting “all mediums”, portraiture, sculpting and pottery.","CA",8,,"yes",,,"Drawing and Painting","Pottery","Sculpture",,,,,,,6.25,"per lesson","online","https://www.facebook.com/FineArtsSchoolInThePines","no","http://fineartsinthepines.com/artschool/wp-content/uploads/2014/03/cropped-2014-Fine-Arts-2x8-banner11.jpg","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10246738_560589024059803_6473661544449600386_n.jpg?oh=b265a3cd5242cdb85376302e46756261&oe=54D74B68",,,,,
"Monterey Art Learning Center","http://www.monterey-art.com/","??","401 S Garfield Ave Suite A","Monterey Park",91754,"(626) 689-1837","At Monterey Art, we offer both basic and advanced art lessons for children between age 3 to 18. we provide an ideal learning environment for our students. Lessons are taught by a group of young and elite fine arts instructors.","CA",3,18,"yes",,,"Drawing and Painting",,,,,,,,,,"??","??","https://www.facebook.com/pages/Monterey-Art-Learning-Center/196642303704315?sk=info&tab=overview","no","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/533491_464152943619915_826675818_n.jpg?oh=0500b3f4188e514b2f86e92083599a76&oe=55122F4A&__gda__=1427126683_71cbb00fbc0995b7e9a4f7bdc4c355b4","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-frc3/v/t1.0-9/941270_524083134293562_61084740_n.jpg?oh=f6872ec47ed61b646af43a0daa288449&oe=5504A82B&__gda__=1426265320_7039d8e82576c25fc6325ff042c4c57e",,,,,
"Sandy's Art Studio","http://artwithsandy.wix.com/sandysartstudio","??","125 Avenida De La Grulla","San Clemente",92672,"(949) 429-6008","The imaginative, inventive and expressive art program developed by Sandy Reid is geared toward children and teens, ages 4-18. Through age-appropriate projects, children learn about artists and artist styles, develop new skills and techniques, explore creative art materials, and design original artwork. Thanks to Sandy's positive encouragement and fun, interesting challenges, young students continue to grow artistically, cognitively, emotionally and socially as they learn to see and realize their own potential and express their own inner artists!","CA",4,18,"yes","yes",,"Drawing and Painting",,,,,,,,,,"??","phone/online","https://www.facebook.com/pages/Sandys-Art-Studio-for-Children-and-Teens/209614339062555","no","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10152049_769537939736856_5626504508684274300_n.jpg?oh=4550d71b6fcd08fbc55a1c9bef3e446b&oe=5513279B&__gda__=1426627619_18f3c1aa5d6d5d970b22b56c83f57284","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/562034_398694520154535_1198873895_n.jpg?oh=530a08b88b671ccd7c51aab892f069a3&oe=5501C82E&__gda__=1423154349_44c9b9749de5da8c6769bff51c63431e",,,,,
"Frame Art Studio","http://frameartstudio.com/Art_Classes.html","lisa@frameartstudio.com","??","San Francisco",,"916-834-3583","art instruction 4 and up","CA",4,18,"yes",,,"Drawing and Painting",,,,,,,,,,,"phone","none","no","??","http://frameartstudio.com/images/864f040f6bf5fa1a2145545f0ae91d0a_mw6p_1dqq_h3qa.png",,,,,
"Thriveability","http://thriveabilitysf.com/yoga-classes/","info@thriveabilitysf.com","300-B West Portal Ave.","San Francisco",94127,"(415) 566-0888","yoga studio that has a kids class
Mindful Kids Yoga

This class will teach specific yoga and mindfulness techniques that will improve kids attention towards your breath, body, thoughts, feelings, and the world around them. It is a sampling of what we teach during the 6-week Youth Yoga and Mindfulness series.  More than 25 years of research has proven that yoga and mindfulness training improves attention and focus; reduces stress, anxiety, and depression; and increases well-being. Ages 8-13 year old are welcome to sign up!","CA",8,13,"yes",,,,,,,,,,,"yoga",18,"per class","phone/online","https://www.facebook.com/ThriveabilitySF","no","http://thriveabilitysf.com/wp-content/uploads/2013/09/Thriveability-Logo.png","http://thriveabilitysf.com/wp-content/uploads/2014/03/Thriveability-Yoga-for-Kids-Workshop.jpg",,,,,
"Veronica's Arts & Craft Classes","http://veronicasartsandcrafts.blogspot.com/","cupertinosoap@sbcglobal.net Attn: Veronica","1029 West Hill Ct","Cupertino",95014,"(408) 996-7088","Come have fun learning arts and crafts. These classes will explore many different media such as paper crafting, painting on wood, glass and canvas. Beading, polymer clay, tile, mosaics, pressed flowers, doodle art and much more.","CA",,,"yes",,,"Drawing and Painting","Crafts",,,,,,,"mosacis, beading",,"??","phone","https://www.facebook.com/veronicasartscrafts","no","http://2.bp.blogspot.com/-fkHv6qBPmKo/UFNJm3MdggI/AAAAAAAAAWw/sgwNI4ddUQY/s1600/art10.png","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1459763_430816337040948_1062759477_n.png?oh=24e40eb83e08e74a5b757c326f20d327&oe=5504F580&__gda__=1426557353_d805879f3f31b4cae6a6bae3055c2009",,,,,
"Kidstarz International","http://kidstarzacademy.businesscatalyst.com/","mykidstarz@hotmail.com","29997 Canyon Hills Rd","Lake Elsinore",92532,"(951) 244-3000","Kidstarz International is a creative organization that believes in kids, families, growth, and enrichment. Since 2001, Kidstarz International has been offering award winning enrichment classes to our local communities.  We offer all types of classes including: Fine Arts  Preschool - Crafts Club - Art Adventures - Musical Theater - Voice - Kid Yoga - Amazing Academics - Spanish and French Language  - Kids Cooking - Kids Fashion Design - Sewing, and so much more!","CA",1,,"yes",,"yes","Drawing and Painting","Crafts",,,,,,,"music, dance, yoga, cooking, academics",45,"per month","online","https://www.facebook.com/KidstarzAcademy/info?tab=overview","yes","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/526353_10151129221926701_466946667_n.png?oh=78046f706b537b2579ec4da415097896&oe=551D83D1","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p417x417/10579972_10152347255036701_6820665025639023374_n.jpg?oh=0cf727978df019648dff0f571c45e98e&oe=5511F619&__gda__=1426826982_b6ec14d467dc82a57c5888c61a484a4c",,,,,
"Private Art Coach","http://privateartcoach.com/service/small-group-lessons/","artabove@yahoo.com","1507 7th Street, #549","Santa Monica",90401,"(323) 573-4999","I give my students the opportunity to develop creative confidence and the personal freedom and skills to draw and paint whatever they are interested in, and with the mediums of their choice. As a private art coach, I help artists of all ages and levels put their intention and passion into developing the ability to draw or paint in whatever style is meaningful to them. Students may wish to learn how to paint acrylic portraits, do miniature watercolors, specialize in wild animal oil paintings, or sketch children with charcoal. Some students may be accomplished artists who have reached a plateau and need more advanced, specific coaching.","CA",5,,"yes",,,"Drawing and Painting",,,,,,,,"jewelry making",30,"per hour","phone","n/a","n/a","http://privateartcoach.com/wp-content/uploads/2013/02/Private-Art-Coach-Header-2-tiny1.png","couldnt grab them from site",,,,,
"Little Artistas","http://www.littleartistas.com/","anna@littleartistas.com","667 Chenery St","San Francisco",94131,"(415) 349-4318","Arts, crafts and language studio for kids.

ABOUT
Our Philosophy
At Little Artistas, we believe that being prescriptive about art is antithetical to the creative experience. We want to instill in our students a life-long love for art by creating a safe space for kids to explore the art of creative play and the playfulness of creativity! As part of our nurturing approach, Little Artistas focuses on:
community,
respect,
tolerance,
and kindness.","CA",1,,"yes","yes","yes","Drawing and Painting","Crafts",,,,,,,"music, language",80,"per session","online","https://www.facebook.com/Littleartistas","yes","https://scontent-a-ord.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/575890_632106500152575_703905654_n.jpg?oh=ddb7b61d4c9bcc97cf5ae54c270b24cb&oe=550EB816","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/1004054_652375254792366_615409545_n.jpg?oh=819ed21e5554334a06ba3884ec67ed70&oe=54D453C2",,,,,
"Stagelight Performing Arts","http://stagelightarts.com/","stagelightarts@gmail.com","740 N. Brea Blvd.","Brea",92821,"(714) 336-8745","We Proudly Offer…
…Local, empowering Acting classes, quality technical and creative dance training, and affordable small-group vocal music lessons.
At Stagelight Performing Arts, we provide performing arts classes for all ages in a non-competition studio environment. Our acting, dance, and singing lessons set the stage for students to become well-rounded people and performing artists.
Information on Private Lessons and other services can be found here.","CA",1,,"yes",,"yes",,,,,,,,,"acting, dance",15,"per class drop in","phone","https://www.facebook.com/stagelightarts","yes","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/734678_187572108054199_373765271_n.jpg?oh=b4fb8f8196d08f7afaac380358b0b846&oe=550F127E&__gda__=1426666326_5205e78f5a90780735da20ebb5841442","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/c0.58.851.315/p851x315/10639554_512483368896403_4987971592531542523_n.jpg?oh=857f41f66783071a0305631216d0041b&oe=551B3855&__gda__=1427727076_4788f473ce27273f143f4ff6e0421575",,,,,
"RC Dance Center","http://rcdanceschool.com/","info@rcdanceschool.com","4111 W Magnolia Blvd","Burbank",91505,"(818) 842-5500","dance instruction","CA",3,,"yes",,,,,,,,,,,"dance",,,"phone","https://www.facebook.com/rcdancecenter","no","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/1234495_350799761721541_1380220292_n.jpg?oh=63bbc62049c21e80bcb6534c1aca141e&oe=551C371B&__gda__=1427578412_3f18938c7dc425f992aa5b5ea49b2278","http://rcdanceschool.com/wp-content/plugins/wp-skitter-slideshow/image.php?image=http://rcdanceschool.com/wp-content/uploads/2014/02/rcdance-3.jpg&width=595&height=215",,,,,
"Ceramics Artist's Studio","http://casiceramics.com/Home_Page.php","Info@CASIceramics.com","22504 6th St","Santa Clarita",91321,"(661) 260-2274","ceramics for teens and adults","CA",12,17,"yes",,,"Ceramics",,,,,,,,,200,"per session","online","https://www.facebook.com/pages/CASI-Ceramic-Artist-Studio-Inc/115353052005249?sk=timeline&ref=page_internal","yes","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10430444_289704081236811_267458995485803226_n.jpg?oh=890215f7ffb87b98e0966c90f2759e04&oe=54D5B46D&__gda__=1423159286_f69e493624786e0972f57fe7c5edeede","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/t31.0-8/p417x417/1932599_222284451312108_408355455_o.jpg",,,,,
"Lidya's Fine Art Classes","http://lidyaart.com/art-class.html","lidyatch@hotmail.com","24626 Kansas St","Santa Clarita",91321,"(661) 600-5842","Lidya’s Fine Art Classes teaches adults, teens and children the basics of drawing sketching and painting in simple and easy step-by-step with fun, exiting and educational subjects in different medias.","CA",,,"yes",,,"Drawing and Painting",,,,,,,,,80,"per month","phone","https://www.facebook.com/LidyasFineArtClasses","no","http://lidyaart.com/images/logo.jpg","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/t31.0-8/s960x960/478875_574792815876010_879136573_o.jpg",,,,,
"Froshay Fine Art Studio","http://froshay.com/classes/","Wendy@Froshay.com","4092 Salacia Dr","Irvine",92620,"(949) 551-1987","I guarantee that you will be creating beautiful, finished paintings because I work with you to accomplish what you want.

Choose what you want to paint
Move at your own pace
Discover your own unique style
Learn about drawing, composition, and how to make your art look realistic
Learn brush techniques and how to mix color
Save money by knowing which brushes and paints are the best
Easy, step-by-step instruction that is custom tailored to you","CA",14,,"yes",,,"Drawing and Painting",,,,,,,,,,,"phone","https://www.facebook.com/froshayfineart","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-ash2/v/t1.0-9/998214_642146632462886_1837234303_n.jpg?oh=f14fd76877b603fb7312e204301455ee&oe=55194A3F","https://scontent-b-ord.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/954725_905981026079444_122318145180008297_n.jpg?oh=77f84bb24cd1ed6af3e8aea6a8217de7&oe=55097912",,,,,
"Academy of Style","http://www.academyofstyle.com/","thompsontalent@yahoo.com","42156 Tenth Street West #U","Lancaster",93534,"(661) 951-7727","Our mission is to introduce style, confidence, professional image, and creative fun to kids, teens, and young adults.  We support youth in the arts, as a way to improve understanding and self esteem, and to introduce new ideas with artistic flair, & proper etiquette/ manners.
Children who study the arts & music do better in school, and excel in math, critical thinking, and social situations.  Join us, and give the gift of success to our youth! 
Sign up for new classes starting in NOV, and get 1/2 off registration if you sign up with a friend! $50 each, call for details.
661-951-7727","CA",,,"yes",,,,,,,,,,,"acting/talent classes",,,"phone","??","??","??","http://nebula.wsimg.com/99becf4bc3be5b6e6b8aadd565b46ee7?AccessKeyId=7A761679BB68EDF76E72&disposition=0&alloworigin=1",,,,,
"New York One School of Art","http://www.newyorkoneschool.com/","info@newyorkoneschool.com","3960 Wilshire Blvd Sutie 406","Los Angelas",90010,"(213) 784-0009","We are creating excellence in art & Education in Los Angeles, California. We’ve won a ton of awards and have placed students in top colleges throughout USA. Offer Childrens Art Class, Art High School, AP Studio Art/AP Art History, Student Projects, Private Art Lessons, Art Theraphy.","CA",,,"yes","yes",,"Drawing and Painting","Creative Arts",,,,,,,,,,"phone","https://www.facebook.com/NewYorkOneSchool","no","http://www.newyorkoneschool.com/images/logo.png","http://www.newyorkoneschool.com/images/portfolio/large/p2.jpg",,,,,
"After School Enrichment Programs","https://sites.google.com/site/asepkids/","Michelle@asepkids.com","1307 W 6th St","Corona",92882,"(951) 268-6748","After-School Enrichment Programs (ASEP) was established over 15 years ago and began with a simple premise to create a fun and safe environment for kids to build self-confidence, critical thinking skills and sportsmanship under the supervision of trained professionals.  

The  growth and success of Chess Masters (the first of 9 programs) in over 200 schools and 35 southern California districts was the foundation for the 8 after-school programs that would follow. 

Today, ASEP proudly consists of 9 key programs:

• Cartooning
• Chess Masters
• Comic Creators  
• Creative Kids Studio
• Kids@Play
• Newton's Lab Kids 
• Spanish Explorers
• Spotlight Kids Theater  
• Team Builders","CA",5,,"yes","yes",,"Creative Arts",,,,,,,,"see description; note second location 420 w. Lambert Rd Ste. C
Brea CA 92821",,,"online","??","??","https://sites.google.com/site/asepkids/_/rsrc/1400612568527/home/ASEPwithLogos.png","https://sites.google.com/site/asepkids/_/rsrc/1400539097357/programs/creative-kids-studio/EaderClassEdited.jpg?height=246&width=320",,,,,
"Curious Minds Learning Center","http://www.cmlcmarin.com/child-care-summer-camp","info@cmlcmarin.com","47 Tamal Vista Blvd","Corte Madera",94925,"(415) 927-2616","Our themed summer camps are exploratory in nature, including open-ended invitations to explore different ideas pertaining to the week’s theme.
All camps are four hours in length, from 9-1pm, and are open to children 2.5 -5.5 years of age. Campers can come three days a week (MTW) or five days (M-F) and bring a snack and a lunch.

2014 Summer camps run weekly from June 9 through August 22.

Themes include:
Exploring Art and Nature
Create, Build & Explore the World of 3D Art
Making a Band: Exploring Sound and Music
Mixing, Movement & Master Painters
Inventions, Contraptions, and Ramps
Cooking and Art: Exploring Taste and Texture
Fun, Fantasy, and Fairytales","CA",2.5,5.5,,"yes",,,,,,,,,,,,,"email for more info","https://www.facebook.com/cmlcmarin","no","http://www.cmlcmarin.com/wp-content/themes/curiousmindslearning/images/logo-retina.png","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10640995_1568517673370040_141745917657126387_n.jpg?oh=47aae1135081fce077f7b31eb1d1f5b6&oe=54D19E95&__gda__=1427572809_6287ad07ab7b8940f4a7c621df162c45",,,,,
"Ceramics Painting Studio","http://www.ceramicspaintingstudio.com/",,"1219 Forest Ave. Suite H","Pacific Grove",93950,"(831) 372-0124","Paint your own ceramics in our studio, or purchase your supplies to take home!","CA",,,,,"yes","Ceramics",,,,,,,,"walk in and offer workshops",,,"phone","none","none","none","http://www.ceramicspaintingstudio.com/uploads/2/3/9/1/23916941/8445401.jpg",,,,,
"Fibo Kids Art Academy","https://www.fiboart.com/","??","5675 E La Palma Ave # 198","Anaheim",92807,"715-579-1929","Fibo offers Drawing and Painting classes to children ages 4 to 18 weekday afternoons and Saturday mornings in addition to morning week long summer camps.","CA",4,18,"yes","yes",,"Creative Arts","Drawing and Painting",,,,,,,,109,"per month","phone","https://www.facebook.com/fiboart","yes","https://www.fiboart.com/wp-content/uploads/2012/09/Fibo-logo-2013.png","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1507083_865237810193492_4890754644117388088_n.jpg?oh=7ed51aa6c19e84b3e68b577afe0765f7&oe=551DB708&__gda__=1428019009_8cd8e5896c4942c8a34ac95344736c4a",,,,,
"Fibo Kids Art Academy","https://www.fiboart.com/","??","2929 El Camino Real","Tustin",92782,"715-579-1929","Fibo offers Drawing and Painting classes to children ages 4 to 18 weekday afternoons and Saturday mornings in addition to morning week long summer camps.","CA",4,18,"yes","yes",,"Creative Arts","Drawing and Painting",,,,,,,,109,"per month","phone","https://www.facebook.com/fiboart","yes","https://www.fiboart.com/wp-content/uploads/2012/09/Fibo-logo-2013.png","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1507083_865237810193492_4890754644117388088_n.jpg?oh=7ed51aa6c19e84b3e68b577afe0765f7&oe=551DB708&__gda__=1428019009_8cd8e5896c4942c8a34ac95344736c4a",,,,,
"Fibo Kids Art Academy","https://www.fiboart.com/","??","1155 S Diamond Bar Blvd","Diamond Bar",91765,"715-579-1929","Fibo offers Drawing and Painting classes to children ages 4 to 18 weekday afternoons and Saturday mornings in addition to morning week long summer camps.","CA",4,18,"yes","yes",,"Creative Arts","Drawing and Painting",,,,,,,,109,"per month","phone","https://www.facebook.com/fiboart","yes","https://www.fiboart.com/wp-content/uploads/2012/09/Fibo-logo-2013.png","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1507083_865237810193492_4890754644117388088_n.jpg?oh=7ed51aa6c19e84b3e68b577afe0765f7&oe=551DB708&__gda__=1428019009_8cd8e5896c4942c8a34ac95344736c4a",,,,,
"Fibo Kids Art Academy","https://www.fiboart.com/","??","477 S Associated Rd","Brea",92821,"715-579-1929","Fibo offers Drawing and Painting classes to children ages 4 to 18 weekday afternoons and Saturday mornings in addition to morning week long summer camps.","CA",4,18,"yes","yes",,"Creative Arts","Drawing and Painting",,,,,,,,109,"per month","phone","https://www.facebook.com/fiboart","yes","https://www.fiboart.com/wp-content/uploads/2012/09/Fibo-logo-2013.png","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1507083_865237810193492_4890754644117388088_n.jpg?oh=7ed51aa6c19e84b3e68b577afe0765f7&oe=551DB708&__gda__=1428019009_8cd8e5896c4942c8a34ac95344736c4a",,,,,
