"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting Price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Gracie Barra Brazilian Jiu Jitsu","http://graciebarracarlsbad.com","info@graciebarracarlsbad.com","3125 Tiger Run Court","Carlsbad",92010,"760-734-1270","Gracie Barra Carlsbad maintains the proud legacy of Gracie Barra, which has produced some of the world’s most dominant Brazilian Jiu-Jitsu champions. But Gracie Barra Carlsbad isn’t just about producing tournament champions. In fact, we believe the greatest victories are those won in life, off the mats and away from any crowd.","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/GracieBarraCarlsbad","Y","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/14819_441599645913489_895127336_n.jpg?oh=d59f3f050d8c40132e766f36c6edcb18&oe=551BD6E4&__gda__=1427231444_ddb04223ef586985ab719c22ead3b2b8","https://scontent-a-iad.xx.fbcdn.net/hphotos-frc3/v/t1.0-9/p417x417/601239_589993064407479_177397334_n.png?oh=e9b019aabf506162e42e5b461fd86a49&oe=55129515"
"Brigada Elite Rings Sports","http://brigadaelitekidsprogram.com","info@teambrigadaelite.com","27999 Jefferson Ave","Temecula",92590,"951-506-3030","At Brigada Elite we work on developing our members striking skills, while try to help them get in shape to live a healthier life. Our kids program is for Muay Thai and Boxing, which helps provide discipline, confidence, and physical fitness.","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/BrigadaEliteTemecula","Y","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/395637_255442277860178_719154212_n.jpg?oh=6a3dc1897a9b5a69515ecd5312352c82&oe=5505125F&__gda__=1427176334_c1699b0fe277e4841bb7921845aa302a","http://brigadaelitekidsprogram.com/wp/wp-content/uploads/2014/03/teen-kick-drill.jpg"
"Fit Force","http://fitforcemartialarts.com/index.html","hvaladao@att.net","3402 Mars Court","Tracy",95377,"209-836-2590","Our teen program is simple and effective , you can take advantage of all classes five days a week . Many of our students come in and get a hard physical work out in our bootcamp class, then jump into a mixed martial arts and self-sefense class.  Our kids program is a great value as well, since they also have classes available to them 1 hour a day ( not 30 or 45 min ) five days a week .","CA",4,18,"YES",,,"Martial Arts",,,,,,,"https://www.facebook.com/fit.force.3?fref=ts",,"https://scontent-b-iad.xx.fbcdn.net/hphotos-prn2/t31.0-8/1078745_1375909739301872_1700558243_o.jpg","http://fitforcemartialarts.com/instructor.jpg"
"Fight Academy","http://www.fightacademy.com","sy@fightacademymma.com","17750 Sierra Highway","Canyon Country",91351,"661-251-0761","Our Kid's and Juniors programs include Chun Kuk Do (Chuck Norris - Founder), which follows a highly structured martial arts training kata and belt promotions program. We also have classes to introduce the student to the concepts and techniques of Brazilian Jiu-Jitsu, Judo, Boxing, MMA and Collegiate Wrestling.","CA",3,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/fightacademyscv?fref=ts","Y","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/15085_777430805618211_1497619347_n.jpg?oh=2e44eb39f6800ea58ed5d61c462a9b2c&oe=55088C7F","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10612957_913874505307173_5092875162872937446_n.jpg?oh=72a5fd91d3292e31636a1f17e9c9f006&oe=551CCC42"
"Reign Training Center","http://train2reign.com","info@teamreign.com","22600 Lambert Street","Lake Forest",92630,"949-916-9898","At Reign Training Center, we offer some amazing programs in the disciplines of wrestling, jiu-jitsu, kickboxing, boxing, and strength/conditioning. We are the home to the first official USA Wrestling Regional Training Center in South Orange County, which is led by head coaches Mark Muñoz (NCAA Div I National Champion/CA Hall of Fame Member) and Valentin Kalika (California National Coach). Our head Jiu-Jitsu instructor, Jason Manly, competed in Abu Dhabi this past year (top 16 in the world) and was recently awarded his black belt under Cesar Gracie. Our head boxing coach, Danny Perez, was selected as a coach on the Ultimate Fighter and was previously ranked 3rd in the world! - See more at: http://train2reign.com/about/#sthash.40PfEGNw.dpuf","CA",5,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/ReignTrainingCenter","Y","https://scontent-a-iad.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/1240366_10154008321675145_1890298828_n.jpg?oh=f4a59a29a3837678c03d7ea6cd275a4d&oe=550A9D74","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/10423935_10154383822380145_3556230166169845074_n.jpg?oh=6ced5325b09b508bf902082923f576a9&oe=55032EB9&__gda__=1427672148_8e2c576ddd972fe691ed11f610757d5d"
"AB MMA Academy","http://www.ab-mma.com","Esther@ab-mma.com.","2975 San Bruno Ave","San Francisco",94134,"415-467-6740","At AB MMA Academy, you will learn and gain important skills to improve your fighting techniques as well as your daily life. Learn how to defend yourself and master true discipline through any one of our classes!","CA",,,"YES",,,"Martial Arts",,,,59,"per_month","phone","https://www.facebook.com/ABMixedMartialArts","Y","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/320673_269746543057559_1125615197_n.jpg?oh=225e5e0cb11e3d9840c8fe6a1a94ec3f&oe=55065C10","http://www.ab-mma.com/wp-content/uploads/2011/10/slide6.jpg"
"Axis Academy",,,"1655 Hartnell Ave","Redding",96002,"530-224-9863",,,,,,,,"Martial Arts",,,,,,,,,,
"Titans Dungeon",,,"4055 Grass Valley Highway","Auburn",95602,"530-885-2600",,"CA",,,,,,"Martial Arts",,,,,,,"https://www.facebook.com/titans.dungeon.3/photos","N","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/18856_100710579958816_2104191_n.jpg?oh=9d4b7de47ce24bcd7400d306d5cc1a52&oe=54D39B17&__gda__=1423188252_d9b0e22d098973bab81d763e5220a43e",
"One Health & Fitness","http://onemartialarts.com","info@onemartialarts.com","850 Taraval Street","San Francisco",94116,"415-731-9988","One Martial Arts features award-winning programs for people of all ages that are focused on character development and life-skills education. Our caring instructional staff believes in traditional martial arts values such as respect, discipline and commitment.  We balance our teachings with progressive and innovative methods to help you succeed in life.","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/OneMartialArts","Y","https://scontent-a-iad.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10151149_10151994006626771_4776768096816000734_n.jpg?oh=09567f81808b388b54ce856d1dc2fc3d&oe=55174FF3","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p417x417/10348460_10152410643571771_4326154841435497338_n.jpg?oh=050ce711106b26c596112932050d8dad&oe=55113216&__gda__=1428151529_d87675b2f79a3b44de2e9378d57df1cf"
"Gracie Barra Burbank",,"info@gbburbank.com","330 N. Victory","Burbank",91502,"818-300-5884",,"CA",4,18,"YES","YES","YES","Martial Arts",,,,,,,"https://www.facebook.com/gbburbankbjj","Y","http://i264.photobucket.com/albums/ii198/Anaconda1126/logos/logo_maior.jpg","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/p417x417/10388582_857029997641963_8385337654151785008_n.jpg?oh=d025d4e54571618be531e2fdb26c4904&oe=55097ED9"
"Benjanian Brothers World Class Training Center","http://bejanianbrothers.com","info@gbburbank.com","809 E. Broadway","Glendale",91205,"818-242-3684","Our unique programs are designed to get your children in a positive emotional state and keep them there. Your child will be athletically fit which will give him /her confidence to achieve more in life. We have carefully designed our program to gradually teach our students how to deal with fear, worry, doubt, boredom and lack of a goal. These are the five things that prevent people from achieving a peaceful life. The students will learn to choose to remain positive under any condition and keep a healthy attitude about the circumstances surrounding them. With time they will eliminate fear, worry, doubt, boredom and they will find a meaningful goal with a good intention behind it, pursue it with passion and gain more trust and confidence in themselves.","CA",3,18,"YES",,"YES","Martial Arts",,,,,,"phone","https://www.facebook.com/Bejanianmartialarts?pnref=lhc","N","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/p417x417/10614154_727338167315325_2115527822410890308_n.png?oh=dd6db1f766e3cdc5c581626ffad74a2f&oe=5516275B","https://scontent-a-iad.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10696203_704754136240395_8172200391647127921_n.jpg?oh=a3cc186323eed5912bbd07d047cbbc88&oe=5507AF75"
"Mission Crossfit",,,"24193 Zancon","Mission Viejo",92692,"949-351-4905",,,,,,,,"Martial Arts",,,,,,,"https://www.facebook.com/missioncrossfit","Y","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/428343_10150584085076701_1706156154_n.jpg?oh=aa3db058c2888b438740fbf23b048b7e&oe=55067052&__gda__=1426090077_c5806681cbdd82603dc704ac075ebbd5",
"Gracie Jiu Jitsu","http://www.graciecarlsbad.com","info@graciecarlsbad.com","6108 Avenida Encinas #C","Carlsbad",92011,"760-918-0566","We offer the best Kids’ Program here at Faction! Our Kids’ Jiu-Jitsu and Kickboxing classes will increase your child’s self-confidence, discipline, self control, and fitness level. Through drills, techniques, and games, your children will master these martial arts and most importantly, learn self defense in a fun encouraging environment.","CA",3,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/GracieJiuJitsuCarlsbad","Y","https://scontent-a-iad.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/1508601_699819180041442_192809371_n.jpg?oh=095a15cef3c96709292346be1c0211bc&oe=551B88A2","http://www.graciecarlsbad.com/wp/wp-content/uploads/2012/03/13-300x199.jpg"
"Kuk Sool Won Placerville","http://www.kuksoolwoneldoradohills.com","admin@kuksoolwonplacerville.com","5690 Mother Lode drive","Placerville",95667,"530-642-9031","We are a family-oriented martial art based on Korean traditions. Our mission is to develop mental and physical strength and well-being through the practice of martial arts. Practice of Kuk Sool Won is a great way to get in shape and learn self-defense in an environment where mutual respect and courtesy are a high priority... It's fun too!","CA",3,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Kuk-Sool-Won-Martial-Arts-of-El-Dorado-Hills-Placerville/133171180038319","N","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/734484_541336992555067_1959698386_n.jpg?oh=09166aa94bcf1e4c7841a7e14ca70576&oe=550732AC&__gda__=1426377227_f4b3b9bf8f9d7c7bad0c2a0b9144fff7","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/45094_147207261968044_5356865_n.jpg?oh=4d09827b3a679302fda2dbafb4fad845&oe=551ED951"
"El Cajon Undisputed","http://www.ecundisputed.com","mike@undisputedusa.com","117 E. Main Street","El Cajon",92020,"619-401-2699","Welcome to Undisputed El Cajon, located in the heart of El Cajon’s downtown district. We are a full range fitness facility established in 2007 specializing in boxing, mixed martial arts, muay thai, jiu jitsu and strength and conditioning.","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Undisputed-El-Cajon/185899014772857","Y","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/547051_587947367901351_980526622_n.jpg?oh=ee031605a332f38593d17f0dba7af7fd&oe=54FF9862&__gda__=1427460531_2173cc3bcd8e99206124db749e00d3a4","http://www.ecundisputed.com/wp-content/uploads/2014/04/photo-3-300x224.jpg"
"San Jose Boxing & Fitness","http://www.sjboxing.com","info@sjboxing.com","3469 McKee Road","San Jose",95127,"408-729-5269","Now more than ever we want our children to grow up independent, healthy, physically fit, and with high self esteem. Our Kids Boxing Program provides just that unique formula found lacking in many other youth activities out there.","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/SanJoseBoxing","Y","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/1538728_651731074864389_5473033565943457694_n.png?oh=441d380792ce3c55af245435ebaab213&oe=551C585D&__gda__=1426875661_de68dd53a6c03a7034f8980c92318252","https://scontent-b-iad.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10614340_714174538620042_5951612344464666610_n.jpg?oh=5daa41974b5efecdd5a0bd0f198a199b&oe=54D24F2A"
"Woodall's Self Defense & Fitness Center","http://woodallsselfdefense.com","info@fit4defense.com","3432 Swetzer Road suite A","Loomis",95650,"916-660-9311","Woodall’s Self-Defense has a program that is developed especially for children ages 7 and up. Our programs are not only fun and interesting, but they have a foundation in teaching theory that is used by elementary school teachers and other professionals working in early childhood education.","CA",7,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/Woodalls.Self.Defense","N","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10409630_685605394808768_6355461485364630293_n.png?oh=25747b9c418385619b66dec64a5294f9&oe=551C4DCB","http://woodallsselfdefense.com/wp-content/uploads/2013/08/childrens-demo-team-lrg.jpg"
"Red Dragon Karate San Dimas","http://www.myreddragon.com/SocialSite/childrens-martial-arts-glendora-sandimas-laverne","social@reddragonkarate.com","146 E. Bonita Ave","San Dimas",91773,"909-599-3400","At Red Dragon Karate, children will learn the art of self-defense through the extensive training of various forms of martial arts. Our fun children programs teaches children the necessary qualities of respect and self-discipline, in addition to focusing on skills and character development. This helps them excel in other aspects of life as well and lays a strong foundation for their future.","CA",3,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/RedDragonSanDimas","N","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/319949_10150296359856431_602709938_n.jpg?oh=a52aa0bba3aabb0da540f8e9c536ee3d&oe=550CDC99&__gda__=1425959598_0281168b1f720b4da042d8ea1aa480c5","https://scontent-a-iad.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/1606866_10151918668246431_657095346_n.jpg?oh=4bc681b771ff0c4476859ed4f79ee3f7&oe=5516D998"
"Executive Fitness","http://www.xfitcombatsports.com","XFITHIGHLAND@GMAIL.COM","7223 Church Street Suite B","Highland",92346,"909-425-9510","The trainers and staff at Xfit & Combat Sports are courteous professionals. We have some of the most experienced trainers available. No matter what type of training you are interested in from starting a path to the UFC or getting into the best shape of your life, our staff at Xfit & Combat Sports will be dedicated to helping you achieve your goals!!","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/Xfitandcombatsports","N","https://scontent-a-iad.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10366277_771685436208833_4426927367860302028_n.jpg?oh=515b28f6ae57ccf6d1cd9781f2de8c9f&oe=551E47CE","https://scontent-a-iad.xx.fbcdn.net/hphotos-xfa1/t31.0-8/1960850_733947669982610_2049659196_o.jpg"
"Gracie Gym Irvine","http://www.gracieirvine.com","info@gracieirvine.com","2540 Main Street","Irvine",92614,"8949-553-8887","Gracie Gym is part of the largest and most traditional Brazilian Jiu-Jitsu Family Organization in the World. Our schools, Instructors, and Competitors are present not only in the United States or Brazil, but all over the world. Gracie Gym offers its members a new kind of workout environment based on the Gracie Family’s 88-year commitment to Martial Arts, Fitness, Health, and Wellbeing.","CA",3,16,"YES",,,"Martial Arts",,,,125,"per_month","phone","https://www.facebook.com/GracieGymIrvine","Y","https://scontent-a-iad.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/603531_229966717125322_1392106848_n.jpg?oh=b6deacb08200cc31f52b2158a8d3d965&oe=55031D1B","https://scontent-b-iad.xx.fbcdn.net/hphotos-xap1/t31.0-8/10382362_562395433882447_2706615088867230345_o.jpg"
"Excel Jiu Jitsu MMA & Fitness","http://exceljiujitsu.com",,"4093 Oceanside Blvd","Oceanside",92056,"760-726-2279","Our Kids Program is designed to teach boys and girls, ages 4-15, the basics and fundamentals of Brazilian Jiu-Jitsu. We are dedicated to improving the quality of the students' lives through the practice of Martial Arts.","CA",4,15,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/ExcelJiuJitsu","Y","https://scontent-a-iad.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/1478924_669199816433773_1870189659_n.jpg?oh=70502a9f42dfde7f7f9cf9873269c32b&oe=54FC912F","https://scontent-a-iad.xx.fbcdn.net/hphotos-xap1/t31.0-8/10454419_773341526019601_5949977140085201804_o.jpg"
"Fitness Fanatics Martial Arts","http://fitnessfanatics.com/classes.shtml","masterjim@fitnessfanatics.com","3644 Airway Drive","Santa Rosa",95403,"707-544-5305","Fitness Fanatics promotes non-violence in the instruction of our technique. In our civilized society, education now fosters the power of the mind, articulating yourself out of confrontation, using your head not just your heart and being diplomatic. No one wins a war--be smart. The martial artist has practiced the art of self-defense and the need for controlling the situation. As Sun Tzu proclaims, ""The true object of war is peace.""","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Fitness-Fanatics-Martial-Arts-Studio/100109246761444","N","http://fitnessfanatics.com/ff_images/wtsd_logo.jpg","https://scontent-a-iad.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/10583937_560015850770779_7904830978726486458_n.jpg?oh=cd0188320d293280cca275f97a838ce3&oe=551F635E"
"Gracie Barra Hollywood",,,"6767 W. Sunset Blve","Los Angeles",90028,"323-646-6640",,,,,,,,"Martial Arts",,,,,,,,,,
"Kali Academy of Martial Arts","http://kalijkd.com/index.html","b.kaliultra@verizon.net","14108 Lambert Road","Whittier",90605,"562-698-6602","Come in for a different approach to mixed martial arts training. Be efficient in all ranges of combat: kicking, boxing, trapping, grappling, ground and weaponry. Let us introduce you to Jeet Kune Do; the art and philosophy of the late Bruce Lee. Head instructor Sifu/Guro Bud Thompson met Bruce Lee and Dan Inosanto in 1965 and has been practicing and passing on this legendary art ever since. He is an authentic second generation Jun Fan Gung Fu/Jeet Kune Do instructor.","CA",,,"YES",,,"Martial Arts",,,,100,"per_month","web form","https://www.facebook.com/KaliAcademyofMixedMartialArts","N","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/224961_194928800550236_2425809_n.jpg?oh=e8d9aeeb43203f22851af38ce8d9e26d&oe=551D8D78&__gda__=1427747797_7687c88f980e5a21fbfb227c157ebbd0",
"International Institute","http://www.iimakarate.com","jn.iimakarate@gmail.com","456 E. Mission Road","San Marcos",92069,"760-591-0456","Private Lessons • Law Enforcement Training • Hand To Hand Combat • Take Downs • Evasive Maneuvers • Counter Attacks • Submissions • Control Situations • Weight Loss","CA",3,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/InternationalInstituteOfMartialArts","Y","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/302468_506341212725504_437477257_n.jpg?oh=551511e93ee8fe05eb45003bd126e7b5&oe=55067B7F&__gda__=1426341569_db72424b3cb5af2ff22427c24ea5a07e","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/424811_564603183565973_1553068625_n.jpg?oh=e027e527f20d47d896c98749e278d19e&oe=5501C2F2&__gda__=1427353379_70f9a676f8aabad92b8234ede8ffca73"
"Kenpo Academy of Martial Arts","http://www.kenpoforall.com/index.cfm?page=7","kenpo4uall@yahoo.com","8831 N. Cedar Ave","Fresno",93720,"559-447-1808","There are many reasons that kids and adults alike are drawn to train in Kenpo Karate. Some are drawn to the physical fitness and weight-loss aspects of training. Others seek to add discipline and self control to their lives. While still others are concerned about safety and self-defense. Also students unexpectly find themselves on the path of self discovery. Martial arts training over time can teach you many things about yourself and the world around you.","CA",4,11,"YES","YES","YES","Martial Arts",,,,39,"per_month","phone","https://www.facebook.com/kenpoforall","N","https://scontent-b-iad.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/223463_10151300381983325_1345598003_n.png?oh=744351e1d34f7746ebb2129ec930124b&oe=5506A8BB","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/p417x417/262265_10150230574058325_2224435_n.jpg?oh=334c03b74c6395b1b1763f23dc2f0795&oe=550C53F7&__gda__=1426587034_51ec48591118179ac3e3163ae0faae48"
"Wu Shing Tai Chi",,,"213 Marina Center","Suisun City",94585,"707-386-4077",,,,,,,,"Martial Arts",,,,,,,"https://www.facebook.com/pages/Wu-Shing-Tai-Chi/161977087202010","N","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-prn2/v/t1.0-9/548399_348781431854907_1109585186_n.jpg?oh=d50f7013ab009f3d36ffd28bf2cf9989&oe=55202DC0&__gda__=1427613078_78029be3dee616df42d7192077c7ed53","http://www.viedu.org/wp-content/uploads/2014/07/KarateVendor-1.jpg"
"Bay Mountain Sonoma County",,,"6620 Redwood Drive Suite 2","Rohnert Park",94928,"707-774-3455",,,,,,,,"Martial Arts",,,,,,,,,,
"Carlo's Alberto's MMA & Fitness Center","http://www.carlosalbertosmma.com","info@delval.biz","128 S. Riverside Ave","Rialto",92376,"909-820-6900","Our goal as an academy is to help you achieve your goals as a Martial Artist: whether that be to learn how to defend yourself, get an introduction to Mixed Martial Arts (MMA), improve your physical fitness, lose weight, or to simply have a fun hobby. Our classes are catered to men, women, teenagers, and kids.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/CarlosAlbertosMMA","N","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/537232_213781438778354_546213994_n.jpg?oh=88a0e923209f9be36da6aafde82c0fe6&oe=55117F61&__gda__=1426882176_bd7b6752e193907b2ce185327aa9a78c","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-prn2/v/t1.0-9/1186181_213779855445179_1992344701_n.jpg?oh=521b482a37a3a694c350b527822cd856&oe=5511F5C4&__gda__=1428181870_3048c4e7c02d4fc8b019fd903aca46aa"
"Team Endure Martial Arts","http://teamenduremartialarts.com","http://teamenduremartialarts.com","2930 4th Street","Ceres",95307,"209-272-1360","With the goal to instill confidence in children to overcome bullying without violence, your child will gain the self-confidence, physical tools, and emotional maturity they need to avoid or resolve confrontation in a constructive manner. These classes are open to children of all ages as bullying never really goes away - it just becomes more subtle and covert. Young adults need to be able to cope with it as well.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Team-Endure-Martial-Arts-Fitness/309786492380829","N","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpf1/t31.0-8/328413_309786729047472_161957850_o.jpg","https://scontent-b-iad.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10255449_873045542721585_8540660468579708871_n.jpg?oh=0b6168c8657f1d0e1db4b1acc28286be&oe=54FC2CBB"
"Miller Fightlife Inc","http://www.millerfightlife.com/class-schedule.html",,"33733 Yucaipa Blvd","Yucaipa",92399,"909-797-1605",,"CA",8,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Hacienda-Heights-Bloodbank-MMA-and-CJJF/141288676044269","N","http://www.millerfightlife.com/uploads/3/2/3/0/3230907/1377645393.png","https://scontent-a-iad.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10525384_319297144910087_2114228026507650865_n.jpg?oh=8834c915aa43c8b6566aa379f717763e&oe=550E144C"
"LB MMA Judo Fitness",,,"3306 Industry Drive","Signal Hill",90755,"562-597-8643",,,,,,,,"Martial Arts",,,,,,,,,,
"Meridian's Bodies in  Motion",,,"12100 W. Oympic Blvd Suite 100","Los Angeles",90064,"310-836-8000",,,,,,,,"Martial Arts",,,,,,,,,,
"American Kickboxing Academy",,,"5150 E. Kings Canyon road","Fersno",93727,"559-252-3820",,,,,,,,"Martial Arts",,,,,,,,,,
"Miller Fitness Academy",,,"15227 Gale Ave","City of Industry",91745,"626-968-8035",,,,,,,,"Martial Arts",,,,,,,,,,
"State Street Boxing Club",,,"316 Santa Barbara Street","Santa Barbara",93101,"805-564-1644",,,,,,,,"Martial Arts",,,,,,,,,,
"Martial Arts USA",,,"19525 Beach Blvd","Huntington Beach",92648,"714-374-5006",,,,,,,,"Martial Arts",,,,,,,,,,
"United BJJ MMA Fitness Club",,,"12125 Day Street","Moreno Valley",92557,"951-683-9001",,,,,,,,"Martial Arts",,,,,,,,,,
"Champions Martial Arts",,,"30 3rd Street","Gilroy",95020,"408-846-9860",,,,,,,,"Martial Arts",,,,,,,,,,
"Knuckle Up Training Center",,,"4380 Sonoma Blvd Suite 224","Vallejo",94589,"707-642-5425",,,,,,,,"Martial Arts",,,,,,,,,,
"Kang's Tae Kwon Do Academy",,,"1251 Arroyo Way","Walnut Creek",94596,"925-933-6647",,,,,,,,"Martial Arts",,,,,,,,,,
"Magda Institute",,,"7255 Canby Ave","Reseda",91335,"818-342-2455",,,,,,,,"Martial Arts",,,,,,,,,,
"Fisher Steve Karate Studio",,,"11926 Inglewood","Hawthorne",90250,"310-219-0362",,,,,,,,"Martial Arts",,,,,,,,,,
"Beverly Hills Karate Academy",,,"9085 Santa Monica Blvd","West Hollywood",90069,"310-275-2661",,,,,,,,"Martial Arts",,,,,,,,,,
"Pacific Institute of Defensive Tactics",,,"4626 Soquel Drive","Soquel",95073,"831-475-9676",,,,,,,,"Martial Arts",,,,,,,,,,
"The Compound",,,"3803 Oceanic Drive","Oceanside",92056,"760-967-5949",,,,,,,,"Martial Arts",,,,,,,,,,
"Aptos Marital Arts Academy",,,"9032 SoquelDrive","Aptos",95003,"831-688-1118",,,,,,,,"Martial Arts",,,,,,,,,,
"Corona Recreation Inc",,,"3443 E. Miraloma Ave","Anaheim",92806,"714-996-3508",,,,,,,,"Martial Arts",,,,,,,,,,
"Gold Country Kuk Sookl Won",,,"127 Argall Way","Navada City",95959,"530-478-1412",,,,,,,,"Martial Arts",,,,,,,,,,
"Classic Kickboxing",,,"91 E. Union Street","Pasadena",91103,"626-796-6387",,,,,,,,"Martial Arts",,,,,,,,,,
"Marin MMA",,,"222 Greenfiled Ave","San Anselmo",94960,"415-456-1557",,,,,,,,"Martial Arts",,,,,,,,,,
"Joe Stevenson Cobra Kai",,,"14845 Monarch Blvd","Victorville",92395,"760-245-1800",,,,,,,,"Martial Arts",,,,,,,,,,
"American Kenpo Karate & Kick",,,"3030 El Cajon Blvd","San Diego",92104,"619-283-6596",,,,,,,,"Martial Arts",,,,,,,,,,
"White Dragon Martial Arts Schools","http://www.whitedragonmartialarts.com/?utm_source=YP.com-Network&utm_medium=YP.com-Network&utm_campaign=YP.com-Network",,"1331 N. Cuyamaca Street Suite A","El Cajob",92020,"619-441-1144","White Dragon’s unique combination of one-on-one private lessons & group classes creates the ideal learning environment for students of all ages. Students from ages four to eighty-four benefit from the training, because our programs are specifically designed to meet the needs of adults, teenagers, or children. Our programs cater to different abilities and learning styles, which means you’ll always receive the specific attention you need to reach your goals safely and effectively. If you want to learn martial arts in a fun, safe and positive environment, then drop into any one of our nine San Diego or Temecula locations and meet some of the most experienced and dedicated instructors you’ll find anywhere!","CA",,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/whitedragonclairemont","Y","https://scontent-a-atl.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/10170836_715831731772932_7345738124031114533_n.jpg?oh=dfefb00adcdd3b273c84824989a1f5ea&oe=54D636D6","http://www.whitedragonmartialarts.com/images/The_White_Dragon_Martial_Arts_Difference_-_Respect.jpg"
"Pro Kenpo Martial Arts",,,"1040 E. Valley Parkway Suuite D","Escondido",92025,"760-743-2467",,,,,,,,"Martial Arts",,,,,,,,,,
"Bushikan Karate Dojo",,,"1945 S. Rancho Santa Fe Road","San Marcos",92078,"760-744-5560",,,,,,,,"Martial Arts",,,,,,,,,,
